"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONL183	RCONL184	RCONL185	
786733																																																																																																					0	0	0							53	356	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		53	0	40	0	0	0								0	0	0	0	0	0	0	316	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
786948																																																																																																					0	0	0							599	102	18	0	0	0	31	0	549	0	0	0	0	0	0	0	0	0				0	18	0	4	0	0	0	0	0	0	0	0	0	0	0		5	0	52	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	5	0	0	0	0	0	0	0	0	0		0	0																															0	0	45	15	0	0																
787141																																																																																																					0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
787459																																																																																																					0	0	0							0	3840	2464				930	0	0	0	0	0	0	0	0	0	0	0				0	0	0	164	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	5	0	0	2511	235	1604	855	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
787842																																																																																																					0	0	0							551	1707	157	0	0	0	822	28	0	308	0	219	0	0	0	0	0	0				0	0	0	40	0	110	0	0	0	0	0	0	0	0	0		43	0	39	0	0	0								64	0	0	0	0	0	425	0	126	0	150	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															9	3	26	0	0	3																
788559																																																																																																					0	0	0							176	675	0	0	0	0	6	0	56	0	0	0	0	0	0	0	0	0				0	0	0	91	0	0	0	0	0	0	0	0	0	0	0		96	0	280	0	227	0								0	0	0	0	0	0	0	0	0	0	0	0				51	0	0	0	0	0	0	0	0	0	0	0		0	0																															11	0	24	60	0	0																
788652																																																																																																					0	0	0							292	283	97				0	0	95	0	0	0	0	0	0	0	0	0				0	0	0	0	0	180	0	0	0	0	0	0	0	0	0		0	0	249	97	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	82	0	0	0	0	0	0	0	0	0		0	0																															15	0	0	19	0	17																
788773																																																																																																					0	0	0							517	1976	1	0	0	0	286	0	0	752	0	0	0	0	0	0	0	0				120	0	0	111	0	0	0	0	0	0	0	0	0	0	0		291	0	440	0	0	0								234	0	0	0	0	0	0	0	0	0	224	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															21	0	0	12	1	2																
789051																																																																																																					0	0	0							0	143	0	0	0	0	17	0	0	10	0	0	0	0	0	0	0	0				0	0	0	19	0	0	0	0	0	0	0	0	0	0	0		0	0	92	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															5	0	0	0	0	0																
790150																																																																																																					0	0	0							283	414	18	0	32	0	36	0	21	0	0	0	0	0	0	0	0	0				0	0	0	34	0	0	0	0	0	0	0	0	0	0	0		215	0	166	0	0	0								0	0	0	0	0	0	121	0	0	0	0	0				0	0	30	0	0	0	0	0	0	0	0	0		0	0																															9	0	15	48	18	32																
790271																																																																																																					0	0	0							927	7242	356	0	0	0	1897	0	0	3	0	0	0	0	0	0	0	0				46	0	40	0	0	0	0	0	0	0	0	0	0	0	0		611	0	2884	268	12	0								158	0	0	0	0	0	1490	729	0	83	142	130				23	35	85	0	0	0	0	0	0	0	0	0		0	0																															0	2	0	23	3	4																
790543																																																																																																					0	0	0	0	0	0	0	0	0	2154	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
790703																																																																																																					0	0	0							1415	2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				61	0	686	0	0	0	0	0	0	0	0	0	0	0	0		729	0	2392	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	13	0	0																
790918																																																																																																					0	0	0							5009	1281	1125	0	0	0	88	0	623	0	0	0	0	0	2340	0	0	0				0	143	0	0	0	0	0	0	0	0	0	0	0	0	0		773	10	434	353	0	0								0	0	0	0	0	0	488	263	629	0	1263	0				0	0	1283	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	8	0	0																
791072																																																																																																					0	0	0							2572	1346	0	6	0	0	553	0	686	0	0	1396	0	0	0	0	0	0				0	0	0	0	0	6	0	0	0	0	0	0	0	0	0		162	0	12	0	0	0								590	81	0	0	0	0	0	78	0	0	310	0				688	0	610	0	0	0	0	0	0	0	0	0		0	0																															32	0	12	0	0	0																
791353																																																																																																					0	0	0							595	33	1				24	0	0	0	0	0	0	0	0	0	0	0				0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
791821																																																																																																					0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
791942																																																																																																					0	0	0							0	162	0				106	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	55	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															1	0	0	0	0	0																
792453																																																																																																					0	0	0							965	107	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	0	43	0	0	0								0	0	0	0	946	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
792640																																																																																																					0	0	0							0	1125	237	0	29	167	447	58	0	0	0	0	0	0	0	0	0	0				59	0	0	29	167	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0						0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	36	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
792659																																																																																																					0	0	0							44	21	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															6	0	44	15	0	0																
794149																																																																																																					0	0	0							261	2689	96				1406	1	16	0	0	0	0	0	0	0	0	0				0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	245	0	420	46	0	0	0	0						0	25	0	0	0	0	22	366	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				28	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
794345																																																																																																					0	0	0							676	169	72				19	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	29	0	0	0	0	0	0	0	0	0		61	0	47	72	0	0								0	0	0	0	0	0	98	0	0	0	550	36				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															5	0	0	0	0	0																
794475																																																																																																					0	0	0							0	411	48				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	411	48	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
794653																																																																																																					0	0	0							0	97	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	63	51	3	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															31	1	0	0	0	0																
795249																																																																																																					0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
795548																																																																																																					0	0	0	0	0	0	0	0	0	49	188	0	0	0	0	0	0	22	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	68	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	22	0	0	22	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	114	0	0	114	0	0	0	0	0	6	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0				
795959																																																																																																					0	0	0							53	2066	236				339	5	53	0	107	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1607	0	0	0								0	0	0	0	0	0	4	0	0	0	0	0				0	0	53	0	0	0	0	0	0	0	0	0		0	0																															26	24	0	90	100	0																
795968	0	0	0	677	0	43	0	0	0	10480	24831	6726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0			76	0	0	0	0	0	1111	50	847	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	1021	50	0	0	0	0	11162	393	0	2994	643	0	0	0	0	895	0	0	0	0	0							1405	577	478																			0	0	0	0	0	0							3279	1191	2537														3770	656	3841	3766	684	156								0	0	0	0	0	0	0	0	0	0	0	2996	0	0	847																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0																									
796152																																																																																																					0	0	0							35	3240	459				891	0	35	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	444	251	0	0								298	350	0	0	0	0	660	0	19	0	0	0				0	0	0	580	0	0	435	0	0	0	0	0		0	0																															410	162	0	187	27	0																
796451																																																																																																					0	0	0							123	510	80	0	0	0	95	0	99	71	0	0	0	0	0	0	0	0				0	63	0	0	0	0	0	0	0	0	0	0	0	0	0		24	0	89	17	0	0								0	0	0	0	0	0	254	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	1	0	0																
796572																																																																																																					0	0	0							1081	3088	0	0	937	0	0	0	35	399	0	0	0	0	0	0	0	0				159	0	84	937	0	0	0	0	0	4	0	0	0	0	0		638	282	1062	0	0	0								268	71	0	0	0	0	153	0	0	0	0	0				0	0	515	117	0	185	117	0	185	0	0	0		0	0																															29	0	0	6	0	42																
796657																																																																																																					0	0	0							3	2	0				0	0	0	0	0	3	0	0	0	0	0	0				0	0	0	2	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
797140																																																																																																					0	0	0							1271	1774	0	0	0	0	21	0	372	21	0	0	0	0	0	0	0	0				28	0	0	0	0	79	0	0	0	0	0	0	0	0	0		800	0	1122	0	0	0								180	0	0	0	0	0	380	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															22	0	3	0	0	17																
797775																																																																																																					0	0	0	0	0	0	0	0	0	6352	0	0	0	0	0	0	0	47	0	0	0	0	0	153	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	6102	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
798512																																																																																																					0	0	0							64	585	156				2	0	0	0	0	64	0	0	0	0	0	0				0	0	0	8	0	0	0	0	0	0	0	0	0	0	0		0	0	573	142	0	14								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	64	0	0	57	0	0	0		0	0																															2	0	0	0	0	0																
799359																																																																																																					0	0	0							0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	96	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															11	0	0	0	0	0																
799751																																																																																																					0	0	0							57	26	135				0	0	7	0	0	0	0	0	0	0	0	0				0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	50	0	0	133	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
799854																																																																																																					0	0	0							578	632	0				76	0	449	0	0	0	0	0	0	0	0	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		39	0	188	0	0	0								340	0	0	0	0	0	0	0	0	0	90	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															25	0	0	2	0	0																
799939																																																																																																					0	0	0							0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	44	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	5	0																
799948																																																																																																					0	0	0							192	423	0	0	0	0	0	0	0	15	0	0	260	0	0	0	0	0				0	0	0	0	0	0	0	0	0	91	0	0	0	0	0		192	0	49	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	8	0	0																
800134																																																																																																					0	0	0							427	276	0	0	0	0	4	0	218	0	0	0	0	0	0	0	0	0				0	0	209	0	0	0	0	0	0	0	0	0	0	0	0		0	0	237	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	35	0	0																
800442																																																																																																					0	0	0							95	1111	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0				0	0	0	82	0	0	0	0	0	0	0	0	0	0	0		60	0	794	0	0	0								0	16	0	0	0	0	35	0	0	0	33	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															142	9	1	34	0	1																
800479																																																																																																					0	0	0							0	3396	0				0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3396	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
800657																																																																																																					0	0	0	0	0	0	0	0	0	52282	35746	506	335	97	0	7335	90	29805	441	0	1655	304	0	0	0	0	0	0	0	0	260	0	1599	97	0	4521	0	0	0	0	0	0	0	0	0	0	8005	544	3126	0	255	0	0	0			0	0	0	339	18888	0	387	154	77	110	4376	0	0	3643	2027	0	0	826	0	0	1102	0	27	4158	0	23	3586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	101	0	0	0	0	0	0	45	0	12	170	29	240	0	0	175	0	0	0	0	0	0	0	0	0				
800853																																																																																																					0	0	0							0	500	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0				0	0	0	13	0	0	0	0	0	5	0	0	0	0	0		0	0	79	0	0	0								348	44	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
801047																																																																																																					0	0	0							438	227	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0				12	0	13	0	0	0	0	0	0	28	0	0	0	0	0		348	0	164	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	42	0	0	0	0	0	0	0	0	0		0	0																															0	0	77	0	0	0																
801056																																																																																																					0	0	0							541	154	0	0	0	0	45	0	523	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	91	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															1	0	18	17	0	0																
801654																																																																																																					0	0	0							0	139	13	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	10	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	119	7	0																
803256																																																																																																					0	0	0							216	288	656	29	0	0	133	0	176	0	0	0	0	0	0	0	0	0				90	0	0	19	0	29	0	0	0	0	0	0	0	0	0		0	0	0	175	0	0								0	0	0	0	0	0	0	0	0	481	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															43	0	1	3	0	10																
803265																																																																																																					0	0	0							300	255	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	218	0	0	0	0	0	0	0	0	0		14	0	118	0	0	0								0	0	0	0	0	0	0	0	0	0	0	32				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															25	0	0	1	0	36																
803649																																																																																																					0	0	0							392	429	0	0	37	0	81	0	167	0	0	0	0	0	0	0	0	0				63	0	13	37	0	0	0	0	0	0	0	0	0	0	0		0	39	154	0	0	0								0	0	0	0	42	0	0	0	0	0	0	131				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															44	0	0	50	0	0																
803658																																																																																																					0	0	0							22	1109	13	0	0	10	14	0	0	477	0	0	0	0	0	0	0	0				0	0	0	0	10	0	0	0	0	0	0	0	0	0	0		17	0	599	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															1	0	5	18	3	0																
803957																																																																																																					0	0	0							49	203	225	0	0	0	98	225	0	0	0	0	0	0	0	0	0	0				0	0	0	23	0	0	0	0	0	2	0	0	0	0	0		25	0	30	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															7	0	0	43	0	24																
804150																																																																																																					0	0	0							0	345	22	0	0	0	25	0	0	80	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0						0	0	0	0	0	0	74	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
804338																																																																																																					0	0	0							7258	50	0	0	0	0	50	0	6787	0	0	0	0	0	0	0	0	0				0	0	471	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
804374																																																																																																					0	0	0							1142	1124	69	0	0	0	108	47	110	0	0	0	0	0	0	0	0	0				111	0	0	4	0	0	0	0	0	0	0	0	0	0	0		1032	0	539	17	0	0								0	241	0	0	0	0	116	0	0	0	0	0				0	0	0	0	0	239	0	0	191	0	0	0		0	0																															0	0	0	5	5	0																
804422																																																																																																					0	0	0							33	617	10				0	0	0	140	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	0	420	0	0	0								0	18	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															38	10	0	1	0	0																
804860																																																																																																					0	0	0							502	325	20				31	20	46	0	0	0	0	0	0	0	0	0				0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	438	0	225	0	0	0	0	0	502					0	0	0	0	0	5	0	0	0	0	0	0	0	0	438	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0							0	0	13	0	0	0				56	0	11	9	0	2	0	0	46	0	0	0	0	0	0	0	0	0				
805045																																																																																																					0	0	0							0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	278	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0																
805250																																																																																																					0	0	0							337	229	32	210	0	0	0	32	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
805335																																																																																																					0	0	0							497	656	4				39	0	97	0	0	0	0	0	0	0	0	0				60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	163	4	0	0	0	0						130	87	0	0	0	23	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0				46	0	77	131	0	97	0	0	0	0	0	0	0	0	0	0	0	0				
805755																																																																																																					0	0	0	0	0	0	0	0	0	362	1492	18	0	0	0	79	0	2	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	38	1	0	0	0	0	0	122	0	626	0	5	0	0	0			0	0	0	0	33	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	15	62	256	2	76	0	0	0	0	0	0	0	0	0	0	0	0				
805876																																																																																																					0	0	0							472	662	417				0	0	0	0	0	0	0	0	0	0	0	0				13	1	0	3	0	0	0	0	0	0	0	0	0	0	0		472	0	472	336	62	25								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															102	9	0	10	46	0																
806846																																																																																																					0	0	0							4743	4839	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0				49	0	98	0	0	9	0	0	0	3	19	0	0	0	0		348	0	1805	0	1	0								0	0	0	0	228	0	2862	119	0	0	4059	0				0	0	0	252	0	4059	210	0	3044	0	0	0		0	0																															0	0	0	0	0	0																
806958																																																																																																					0	0	0	0	0	0	0	0	0	17	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	83	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
807348																																																																																																					0	0	0							2498	289	0				46	0	2145	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	231	0	0	0								0	0	0	0	0	0	0	0	0	0	353	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															12	0	0	0	0	0																
807432																																																																																																					0	0	0							343	604	15				27	0	0	20	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	166	0	0	0								0	0	0	0	0	0	364	4	0	0	343	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															12	0	0	11	15	0																
