"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
613400																				10432	27873	199337	1312	73287	598		3398	12910	52447	1359	5118		0	51260	0	23575	Tenant Inducements	Taxes	Core Conversion Costs	
613558																				8470	0	37923		1691				6910					0	12782	6861	1209				
613679																				5490	4580	26207	1223	1939				2890		416	188		62	11246	0	0				
613839																				254	3261	5414		436				1463					0	0	0	0				
613950																				8059	0	125949		25162				22691					0	70037	0	0				
613978																				172	1414	2639		675				378					0	0	0	0				
614256																				708	740	3368		165				495					0	1260	0	0				
614313																				6462	3004	57216		14044				4415	6072				0	29291	0	0				
614368																				1691	5716	38715		3095				5880					0	18455	0	3878				
614751																				497	0	4374	166	237				1355					0	1379	0	906				
614948																				538	332	12661		6423				1968					0	2779	0	621				
615217																				2393	11757	35963		1467				3626					0	16720	0	0				
615253																				575	3304	6382		347				2156					0	0	0	0				
615851																				1629	486	5121		406				2600					0	0	0	0				
615879																				299	363	1190		82				446					0	0	0	0				
615954																				6607	0	25849		1414				5604					0	11468	0	756				
616036																				268	5290	16180		516				1999					0	3168	0	4939				
616540																				1655	0	7325		270				2288					0	2100	0	1012				
617051																				1457	0	4477		154				738					0	2128	0	0				
617079																				464	207	1377		40				138					0	528	0	0				
617145																				588	0	4202		171				1908					0	1535	0	0				
617275																				0	68	2346	150	161				312					0	1805	0	0				
617743																				2254	85	7327		501				4487					0	0	0	0				
618647																				214	0	1659		32				563					0	850	0	0				
618740																				8108	3388	31291		4603				2706					0	10107	0	2379				
618777																				114	0	480		67				299					0	0	0	0				
618807																				44625	23934	269991	2510	132992				22823	112056	141			0	39245	0	6372				
619701																				17423	18390	101296		22645				8470					0	25282	6808	2278				
619859																				1115	0	8266		1554				679					0	2556	0	2362				
619877	0	260000	2648000	3983000	0	785000	0	0	0	290000	0	266000	211000	0	0	0	0	0																						
621151																				270	1406	3705		99				1930					0	0	0	0				
621245																				649	1316	5767		18				863					0	2921	0	0				
621357																				822	0	3283		323				2138					0	0	0	0				
621441																				1253	3786	13155		361				1097					0	5054	0	1604				
622037																				946	0	8859		412				2087					0	5414	0	0				
622774																				8706	28153	47876		3335				7682					0	0	0	0				
623052																				230	0	3477		10				3237					0	0	0	0				
623454																				999	0	14871		2057				1858					0	9435	522	0				
623548																				240	1012	6188		205				1501					0	3230	0	0				
623874																				354	433	10467		902				851					0	7927	0	0				
624246																				5512	0	17511		1575				2555					0	7869	0	0				
624648																				648	1800	4702		903				1351					0	0	0	0				
624778																				639	8789	35475		664				2685					0	9930	0	12768				
624956																				567	50	4368		156				1188					0	2407	0	0				
625056																				0	0	2558		32				790					0	1736	0	0				
625065																				2422	3987	8150		944				797					0	0	0	0				
625140																				2130	587	4398		242				1439					0	0	0	0				
625159																				278	9991	22194		704				2057					0	3428	0	5736				
625654																			0	5026	507	37877	3723	22849	0	0	0	7644	0	0	18526	0	0	0	1851	0				
625757																				1078	0	8710		355				932					0	6345	0	0				
625850																				1647	0	2950		385				918					0	0	0	0				
625953																				1334	0	9289		818				560					0	6577	0	0				
626101																				8159	5887	67388	778	8327	6474			6257		361			0	38758	0	0	Prepaid Pension Benefits			
627108																				731	0	25451	623	3018	1387			2148					0	13209	0	6345	Income Taxes Receivable			
627377																				329	617	1281		216				119					0	0	0	0				
627854																				2223	296	4185		0				1666					0	0	0	0				
628039																				98	0	1305		127				1080					0	0	0	0				
628123																				980	10187	22540	525	1386				1373		295			0	4759	0	3855				
628356																				655	0	2811		325				1831					0	0	0	0				
628552																				2009	0	6868		723	299			4136					0	0	0	0	DDA UNPOSTED			
629148																				1732	0	8719		296				2137					0	4554	0	0				
629353																				1238	2305	6612		1521				1548					0	0	0	0				
629522																				346	3391	11139		2082				681					0	1040	0	3599				
629746																				698	1409	4021		154				1760					0	0	0	0				
630041																				99	0	356		102				155					0	0	0	0				
630340																				0	0	1054		456				498					100	0	0	0				
630555																				1216	0	16975		1740				2124					0	11895	0	0				
630658																				2302	0	6041		2209				1530					0	0	0	0				
631039																				366	2564	9455		938				797					0	4790	0	0				
631150																				738	330	9574		1634				875					0	5997	0	0				
631178																				273	1818	7591	283	367				1975			29		0	1867	0	1291				
631422																				1385	11373	35167	1128	3631	2306			4684					0	14094	0	0	Delayed Credit Suspense			
631570																				9505	464	23797		1443				3952					9	8424	0	0				
632410																				957	17899	38569	846	2662				4799			1816		0	8988	0	3264				
632607																				899	10887	37415		2420				3295					0	19914	0	0				
632858																				670	0	3736	267	302				2764			35		0	0	0	0				
633378																				81661	56290	573030		110822				29766	80291				0	260616	0	33875				
633640																				531	2774	7187		463				665					0	0	0	2754				
634544																				361	0	4587		159				656					0	3411	0	0				
634955																				1081	0	11026		809				1239					0	4954	0	2943				
635840																				566	0	24321		975				5443					0	17337	0	0				
635907																				1917	6138	42422		9330				2479					0	22558	0	0				
636276																				0	2276	24244		2958				1023					0	12655	0	5332				
636753																				144	640	1832		20				1028					0	0	0	0				
636771																				16821	27708	204807		87473				18174	49227				0	692	53939	0				
637170																				6666	0	18571		1225				9694					0	986	0	0				
637451																				37031	48026	221649		70787				39405			34874		0	26157	243	0				
637554																			0	525	0	3550	0	319	0	0	0	2706	0	0	0	0	0	0	0	0				
638131																				1093	4264	7539		1137				1045					0	0	0	0				
638355																				53	0	3785		314				878					0	2540	0	0				
638850																				3977	78	5357	160	160				1142					0	0	0	0				
639549																				2518	8430	25515		940				4894					0	5309	0	3424				
639567																				1021	0	189459		179876	126568			8562					0	0	0	0	SERVICING RECEIVABLE			
639633																				127	1802	3441		472				1040					0	0	0	0				
639857																				115	0	655		131				409					0	0	0	0				
640143																				118	0	1185		198				869					0	0	0	0				
640246																			0	8596	6541	43783	461	7204	5346	0	0	7065	0	0	511	0	0	11122	0	3255	BOLI ANNUITY RIDER			
640442																				1056	82	6936		411				4126					0	1261	0	0				
640956																				547	0	2672		441				1684					0	0	0	0				
641449																				214	0	5569		966				624					0	0	3765	0				
641579																				1369	0	2529		256				904					0	0	0	0				
642437																			0	915	0	8290	177	602	0	0	0	954	0	0	0	0	0	5819	0	0				
642549																				5623	27288	72954		3291	1922			7935					0	12841	15976	0	FEDERAL TAXES RECEIVABLE			
643078																				1288	0	19784		3762				1714					0	13020	0	0				
643274																				758	594	3381		26				165					0	986	0	852				
643340																				1331	3831	19464	308	742	245			3195					0	9060	0	1305	Debit Card Reserve			
643658																			0	300	2064	3110	422	444	0	0	0	302	0	0	0	0	0	0	0	0				
644057																			0	0	0	740	106	106	0	0	0	634	0	0	0	0	0	0	0	0				
644141																				508	1636	6250		443				537					0	3126	0	0				
644646																				255	2039	6952		296				1615					0	2747	0	0				
644776																				872	496	8893	1556	1903				1040					0	3392	0	1190				
644842																				1837	680	10394		2347				1847					0	2408	0	1275				
644954																				0	200	1050		850				0					0	0	0	0				
644963																				18	11	3944		103				1320					0	2492	0	0				
645157																				2000	103	5067	246	258				2706					0	0	0	0				
645317																				3630	14092	73629	12875	25686				4398					0	1208	24615	0				
645465																			0	9002	6174	45549	2330	8031	1451	0	0	10039	0	0	0	0	0	2885	0	9418	Federal Income Tax Receivable			
645540																				453	1180	4051		361				2057					0	0	0	0				
645577																				926	794	7574		1846				546					0	3462	0	0				
645625																			0	89138	118595	821159	56154	183879	0	0	0	72585	97215	0	0	0	0	285184	23671	48107				
646042																				346	0	4406		374				1506					0	2180	0	0				
646145																				1109	3569	6627		187				1762					0	0	0	0				
646172																				870	3020	5906		416				1600					0	0	0	0				
646444																				175	0	2978		1623				1180					0	0	0	0				
646471																				10	12	566		13				31					0	500	0	0				
646556																				2273	231	7947	322	335				1663					0	0	0	3445				
646743																				2808	975	9803		570				4028					0	1422	0	0				
646873																				2783	129	6851		435				1004					0	1202	0	1298				
647218																				1117	5067	18004		2013				2168					0	7639	0	0				
647245																				1792	988	19342	584	7296				3236	6707				0	6030	0	0				
647414																			0	121	0	1447	230	289	0	0	0	1037	0	0	0	0	0	0	0	0				
647759																				498	0	8661		1250				1341					0	5572	0	0				
647777																				1299	171	2242	189	371	136			401					0	0	0	0	Neg Accrued Fed Income Tax			
647955																				185	433	2025		202				342					0	863	0	0				
648130																				5027	5436	42595	1234	4646	2288			3099		452			0	21721	0	2666	Right of Use Asset			
648242																				22334	0	47585	2073	3550				21701	1193				0	0	0	0				
648251																				644	255	8984		622				1234					0	5043	0	1186				
648345																				204	170	1172	120	120				514					0	164	0	0				
648550																				123	0	3636		265				1251					0	1997	0	0				
649342																				3876	259	20098		10548				3674					0	0	1741	0				
649632																				0	638	1616	164	168				810					0	0	0	0				
651121																				510	5821	23639		1800				2596					0	11809	0	1103				
651149																				250	58	2942		409				831					0	1394	0	0				
651158																				580	0	4356		104				1205					0	1250	0	1217				
651354																				305	288	1062		137				332					0	0	0	0				
651448	0	1700	5	1871	0	103	103	0	0	63	0	0	0	0	0	0	0	0																			Current tax receivable			
651541																				1382	478	7687		125				2443					0	1854	0	1405				
651756																				612	2515	4746		882				737					0	0	0	0				
651859																				22441	0	153235	3796	6198				34576					0	90020	0	0				
651952																				1199	0	6585		991				876					0	3519	0	0				
652043																				2841	960	10157		187				3610					0	2559	0	0				
652070																				114	124	4425		405				152					0	3496	134	0				
652874																				157747	0	733900		204795	163566			146162					2020	52320	170856	0	Interest Rate SWAP Valuation			
652959																				247	0	551		23				281					0	0	0	0				
653134																				1068	0	14619		538				1979					0	11014	20	0				
653433																				298	0	6802		110				1704					0	4690	0	0				
653611																				4041	63	28880		2252				2820					0	14030	0	5674				
653778																				1076	4877	17030		242				1574					0	9261	0	0				
653947																				2349	327	6225		51				3498					0	0	0	0				
654047																				204	464	992		53				271					0	0	0	0				
654300																				1814	0	13381	302	5833	5011			616					0	4479	639	0	Pension			
654579																				0	180	791		506				105					0	0	0	0				
655530																				118	249	1855		47				535					0	906	0	0				
655839																				659	347	5721		1415				3300					0	0	0	0				
656032																				311	3	4802		398				2902					0	1188	0	0				
656377																				126820	8479	1031778		566368	95919			87003	312997				0	242919	189	0	INVESTMENT IN CRA LOW INCOME HOUSING TAX CREDITS			
656470																				2652	27183	82641		2380				9325					0	37670	0	3431				
656658																				173	263	2105		145				409					0	1115	0	0				
656779																				455	743	5341		159				504					0	3480	0	0				
657178																				445	956	5120		508				504					0	2707	0	0				
657271																				20591	5932	51099	4088	17306	8004			7270					0	0	0	0	Securities Principal Receivable			
657365																				23885	37122	175024		37345				20308			17879		0	46075	10289	0				
657459																				14256	13922	144882		32758				10617	8380				0	64835	0	8494				
657758																				509	1415	4958		274				1469					0	1291	0	0				
657954																				1615	2412	10074		492				2773					0	2782	0	0				
658072																				0	128	2050		405				259					0	1258	0	0				
658474																				414	294	1082		84				290					0	0	0	0				
658924																				86	396	2043		984				577					0	0	0	0				
659341																				742	8440	12478		564				2732					0	0	0	0				
659556																			2	683	0	8499	200	216				3257					0	4047	0	296				
659640																				0	0	378		160				218					0	0	0	0				
659734																				175	0	1315		53				1087					0	0	0	0				
659855																				189465	210494	1213428		190800	14508	67413		129184	25		22169		0	383696	74228	35561	Unearned dealer reserve	Tax credit investment		
660066																				47	0	529		75				407					0	0	0	0				
660253																				1140	0	6353		254				2077					0	2289	0	593				
660271																				1129	5497	14771		723				1970					0	5452	0	0				
660570																				2464	1685	14081		427				1327					0	5669	0	2509				
660655																				20092	309	66894		11981				19137					0	4952	10423	0				
660879																				33	35	529		223				238					0	0	0	0				
660927																			0	2554	1155	13572	537	1686	439	0	0	1668	0	0	0	0	0	6413	0	96	SERP Annuity			
661072																				1378	315	4627	137	702				448					0	1784	0	0				
661157																				43	0	400		0				357					0	0	0	0				
661223																			0	1719	931	4043	288	429	0	0	0	964	0	0	0	0	0	0	0	0				
661308																				5155	63322	238671	7765	16741				47745					0	105708	0	0				
661474																				66	277	7834		1174				210					0	6107	0	0				
662350																				1506	0	4219		260				769					0	425	0	1259				
662369																				17355	41707	152324	1537	22907				19023					0	41463	9869	0	Partnership Investment			
662949																				636	551	3799		532				2080					0	0	0	0				
663245																				210940	178739	1263240		267786				110341	178331				0	463308	0	32126				
663638																				104	28	1114		126				856					0	0	0	0				
663656																				345	107	8977		6881				1127					0	0	517	0				
663834																				9372	30286	223662		54245	39089			20275					0	26917	0	82567	Right of Use Assets			
663955																				762	0	21289		16299				4228					0	0	0	0				
664176																				3310	10920	61904		3942				2863					0	37657	0	3212				
664206																				20903	16367	186900	5692	61224				14175	37563				0	74231	0	0				
664653																				1338	1407	12720		1109				852					0	6710	0	1304				
664756																			0	73710	44271	630426	9855	38536	0	0	0	97006	0	0	0	0	0	376903	0	0				
665146																				2837	533	16166		1312				2587					0	8897	0	0				
665258																				481	0	4219		116				895					0	2727	0	0				
665865																				450	9827	13382		596				2509					0	0	0	0				
666059																				1044	1816	13519		2557				8102					0	0	0	0				
666358																				330	0	1195		77				286					0	502	0	0				
666554																				601	466	7138		963				5108					0	0	0	0				
666844																				459	75	2659		131				1994					0	0	0	0				
666974																				400	973	4757		403				711					0	2270	0	0				
667029																				816	0	8748		700				1379					0	5853	0	0				
667252																				135	0	373		9				229					0	0	0	0				
667346																				95	0	2861		164				1318					0	1284	0	0				
667524																				467	1170	2923	170	319				790					0	177	0	0				
667551																				385	0	3056		532				1182					0	482	0	475				
667757																				41233	31096	219373		67330				40026					0	25324	1904	12460	Income taxes receivable			
668053																				67	28	597		156				346					0	0	0	0				
668147																				2549	325	9328		2786				2618					0	1050	0	0				
669555																				5954	6059	28038		2866				13017					0	142	0	0				
670430																				1289	1156	9410		622				730					0	5613	0	0				
670467																				8265	27770	64607		4605				7958					3	16006	0	0				
670560																			0	3249	28126	67020	0	33838	0	0	0	1807	0	0	32300	0	0	0	0	0				
670654																				107	0	882		16				759					0	0	0	0				
670748																				348	3	4210		627				557					0	2675	0	0				
670878																				2735	5026	28507		1469				1193					0	14006	4078	0				
671053																				370	346	1572		99				604					0	153	0	0				
671147																				2633	275	10262		452				6902					0	0	0	0				
671334																				6233	2414	36217		16190				11380			12858		0	0	0	0		0		
671464																			0	18630	164993	462258	0	129319	0	0	0	60665	82750	0	0	0	153	61656	12577	14265				
671558																				3407	0	33653		3289				7970					0	18987	0	0				
672238																				65	782	3052		58				563					0	1148	0	436				
672247																				1358	2524	4551		299				336					0	34	0	0				
672537																				262	5981	11143	338	553				1333					0	3014	0	0				
672573																				467	401	10289		1717				1272					0	6432	0	0				
673244																				327	590	5109		37				512					0	3643	0	0				
673440																				7487	120308	179932	4324	5609				46528					0	0	0	0				
673477																				188	251	648		99				110					0	0	0	0				
673851																				431	0	4721		259				450					0	3581	0	0				
673909																				65542	1949	100431		11656	5000	3648		7722					0	13562	0	0	San Francisco Housing Accelerator Fund (CRA)	State Tax Receivable		
674344																				832	0	3752		65				339					0	2516	0	0				
674849																				5805	0	36312		170				12478					0	15496	0	2363				
675042																				429	163	3809	104	104				1646					0	1467	0	0				
675051																				136	266	829		152				275					0	0	0	0				
675079																				225	0	1523	148	188				1110					0	0	0	0				
675248																				1526	0	3906		634				440					0	1306	0	0	Lease Right of Use			
675341																				0	935	1358		13				247					0	163	0	0				
675659																				306	0	2161		62				1793					0	0	0	0				
675855																				408	0	3584		286				540					0	2350	0	0				
676049																				164	1862	3086		142				914					0	4	0	0				
676151																				2266	9454	21512		404				3571					0	5817	0	0				
677176																				6203	13884	97636	57610	65192				12357					0	0	0	0				
677354																				376	324	2016	123	123				1193					0	0	0	0				
677448																				1699	171	8179		295				4194					0	1428	0	392				
677644																				11449	17445	92539		7366				9805					0	31401	1389	13684				
677756																				398	0	3648		214				2338					0	698	0	0				
677970																				1896	629	7305		1552				1142					0	2086	0	0				
678052																				0	0	241		45				196					0	0	0	0				
678070																				219	8457	21992	492	1593				1674		54			0	10049	0	0				
678258																				0	0	913		14				899					0	0	0	0				
678454																				834	657	8249	287	287				1847					0	4624	0	0				
678557																				588	76	1940	46	142				1134					0	0	0	0				
678744																				2670	497	12893		431				2215					0	7080	0	0				
679451																				1257	772	3655		217				1409					0	0	0	0				
680055																			5	1723	2756	9870		470	314			4921					0	0	0	0	UNAMORTIZED LOAN PREMIUM			
680130																				995	6265	24264		2341	1152			2821					0	11842	0	0	Income Tax Receivable			
680457																				3519	0	25029		136				6283					0	12803	0	2288				
680813																			0	20087	83278	278219	0	58420	18299	14626	0	17569	0	0	0	0	0	82258	1259	15348	TAX INVESTMENTS CREDITS	SBIC FUNDS		
681043																				146	79	616		135				256					0	0	0	0				
681249																				508	0	1893		109				151					0	1125	0	0				
682143																				2671	1338	30128		4794				4866					0	16459	0	0				
682563																			0	42670	490729	1221871	0	297776	0	0	0	199344	0	0	0	0	0	24339	153107	13906				
682648																				1091	859	9085		138				1540					0	5457	0	0				
683449																				1588	6223	22646		1377				3892					0	7191	0	2375				
683814																				290	0	4080		2408				1382					0	0	0	0				
684455																				12485	1413	49439		5831				5190					0	24054	0	466				
685023																				694	188	5028		916				325					0	1894	0	1011				
685649																			0	713	3037	12458	313	838	0	0	0	1426	0	0	362	0	0	6444	0	0				
685676																				14569	13966	97303		7471				13650					0	39193	782	7672				
685779																				2706	6108	23180		1954				3448					0	8964	0	0				
686459																				1801	1009	10307	159	893	698			4862		36			0	1742	0	0	Taxes Receivable	FHLB Receivable		
686570																				278	0	1717		271				250					0	918	0	0				
686758																				0	6008	7196		104				1084					0	0	0	0				
687009																				53580	54536	435997		132260				36612	122286				0	123439	0	35570				
687054																				391	0	2549		560				306					0	1292	0	0				
687830																				90	0	4830		175				1939					0	2626	0	0				
687951																				15536	8433	54925		7963				8880					0	6958	0	7155				
688079	0	31104	0	599490	0	36584	36494	0	0	472	0	0	0	0	0	3713	527617	0																			Current Income Tax Receivable			
688257																				0	744	9353		208				1151					0	7250	0	0				
688453																				4	0	1154		33				1117					0	0	0	0				
688556																				153	0	1484		330				1001					0	0	0	0				
689209																			0	8559	14825	40375	0	7329	0	0	0	6006	0	0	0	0	0	916	2740	0				
689357																				1695	0	5904	379	1668				2541					0	0	0	0				
689759																				332	1242	2870		742				554					0	0	0	0				
691042																				285	999	1674		93				297					0	0	0	0				
691556																				423	0	7369		273				745					0	5928	0	0				
691743																				0	7	631		104				520					0	0	0	0				
691958																				2418	2124	21809		4722				4226					0	8319	0	0				
692450																				227	24	3073		161				2661					0	0	0	0				
692704																				356	289	88979		88334				0					0	0	0	0	Investment Advisory Fees Receivable			
692946																			0	477	3999	12904	729	1262	0	0	0	1222	0	0	0	0	0	5944	0	0				
693073																				98	115	1561		27				20					0	1301	0	0				
693224																				105237	132473	813029	24879	42439				85663					0	363361	47702	36154				
693345																			349	15398	61916	245918	6711	32375				22545					0	49882	0	63802				
693952																				755	0	8720		314				2093					0	5558	0	0				
694146																				36	0	357		84				237					0	0	0	0				
694771																				0	14	281		53				214					0	0	0	0				
694847																				1301	2358	15947		826				2503					0	7510	0	1449				
694904	0	1121084	0	4690650	0	1516492	384611	0	0	477184	0	0	0	0	0	1140471	0	435419																			Receivable for income tax refund	0	0	
695349																			0	1382	4112	20309	406	420	0	0	0	3537	0	0	0	0	0	10858	0	0				
695947																				151	0	903		50				702					0	0	0	0				
696047																				561	1495	3904		117				512					0	1219	0	0				
696168																				0	1711	7114		3465				1938					0	0	0	0				
696430																				1560	0	23198		3107				1998					16	15156	0	1361				
696645																				943	1731	7846	401	627	215			883					0	3662	0	0	LRA Assets			
697035																			0	200	863	3508	1710	1715	5	0	0	730	0	0	0	0	0	0	0	0	SBA Loan Receivable			
697147																				4809	7405	23155		2438				1787					0	6172	0	544				
697156																				2755	0	16478		464				4817					0	8442	0	0				
697231																				416	0	7215		1784				1992					0	0	3023	0				
697763																				14227	130934	246695	6424	14230	4966			55597					0	31707	0	0	Merchant Card			
697950																				525	0	2509		136				175					0	1673	0	0				
698144																				6523	19396	70294		7227				6250					0	26952	0	3946				
698546																			16	228	1166	5025	102	138	15			1239			5		0	1848	0	406	919601 - Construction in Process			
698649																				2681	4909	24569		714				4281					0	11984	0	0				
699105																				9130	21379	52255		3241				4926					0	13579	0	0				
699253																				105	0	1733		86				1542					0	0	0	0				
700140																				62	121	1334		73				422					0	656	0	0				
700252																				104	0	4263		176				435					0	3548	0	0				
700430																				866	6426	11070	224	471				1012					0	1195	1100	0				
700458																				318	935	6008		340				4415					0	0	0	0				
701062																				10995	36891	293051		55093	19664			21529					0	69203	89467	9873	Federal Tax Receivable			
701222																				6636	5679	40117		9478				6967					0	11357	0	0				
701839																				1008	0	22546		1008				4588					0	10635	0	5307				
701857																				161	0	1804		52				382					0	1209	0	0				
702117																				50333	113021	744842		281311				42487	113140				0	248791	0	8899				
702359																				838	0	2086		551				697					0	0	0	0				
702612																				3155	7478	23741		9095				4013					0	0	0	0				
702836																				163	784	5079		331				798					0	1518	0	1485				
702911																				4675	11967	35771		2642				4031					0	12456	0	0				
702966																				17	1414	1936		81				424					0	0	0	0				
703039																				2772	1631	7680		705				2572					0	0	0	0				
703552																				15514	5890	56826		13077				7118					0	15227	0	0				
703767																				7986	47540	125305	2527	18267	6547	6631		10211					0	37930	0	3371	Investment in LIHTC	Investment in SBIC		
705378																				995	253	4754		444				1404					0	1658	0	0				
705556																				856	0	2774		155				1137					0	626	0	0				
706030																				320	0	3815		145				651					0	1605	1094	0				
706058																				2238	0	2802		54				510					0	0	0	0				
706236																				0	2270	3690		964				456					0	0	0	0				
706254																				670	0	5201	366	1146	468			3385					0	0	0	0	PROPERTY NON BANK PREMISE POTEAU SCHOOL THEATRE			
706450																				93	665	1020		165				97					0	0	0	0				
706656																				301	3277	9611		369				1496					0	3318	0	850				
707354																			0	10792	22110	156141	0	32128	26199	0	0	13671	0	0	0	0	0	69879	2985	4576	Fed Tax Credits			
708379																				685	4174	13884		332				2740					0	3451	0	2502				
709143																			0	3803	11460	37265	671	1065	0	0	0	6304	0	280	0	0	0	11430	0	3203				
709451																				1166	0	1993		151				676					0	0	0	0				
709554																				739	0	6957		275				1568					0	4375	0	0				
709602																				4206	36935	64016		6687	3421			6550					0	9638	0	0	Loan Accrued Interest Receivable			
709639																				1410	15069	32525		485				3554					0	6525	0	5482				
709956																			7	459	0	1099	74	196				444			115		0	0	0	0				
710176																				1589	0	11052		539				3324					0	5600	0	0				
710859																				1660	0	17129		660				4122					0	10687	0	0				
711472		3046	30988	129658	12260	43324				8710			5403		0	38669	0	4921		3046																				
711520																				127	975	2889		1482				305					0	0	0	0				
711548																				1038	0	14946		250				1840					0	9344	0	2474				
711753																				175	0	1988		794				1019					0	0	0	0				
711801																				790	6903	31369		1807				2268					0	19601	0	0				
712059																				3119	0	18716		1222				9566					0	4809	0	0				
712648																				2604	0	8292		490				1168					0	2688	0	1342				
712956																				0	843	5336		216				1382					0	2895	0	0				
713252																				372	0	2936		129				1807					0	0	0	628				
713476																				4788	6993	27891	476	842				1349			314		0	13919	0	0				
713926																				10483	13269	59923	2092	8821	3473			4645	122				0	22705	0	0	Deferred Compensation			
714165																				71	0	2501		94				260					0	1455	0	621				
714437																				1845	913	5637		274				707					0	1313	0	585				
714839																				1651	358	7486	1163	1787				688					0	3002	0	0				
714978																				3880	1777	19575		881				2267					0	8919	1851	0				
715032																				117	249	1808		216				1226					0	0	0	0				
715050																				1447	0	6670		698				2749					0	1776	0	0				
715144																				618	0	5664		974				2516					0	1304	0	252				
715340																				6580	4603	31239		1206				3131					0	15719	0	0				
715470																				585	0	913		35				293					0	0	0	0				
715630																				468	7857	15285		1				1402					0	5557	0	0				
715872																				757	2422	16858	838	1749	808			1364					0	10566	0	0	Accrued Income Tax (debit balance)			
715975																				280	195	997		212				310					0	0	0	0				
716374																				1988	11735	32306		5221				4305					0	6435	0	2622				
716833																				9401	18997	84913	1927	4396	1238			4682					0	46437	1000	0	Deferred compensation assets			
716851																				453	0	6995		603				1526					0	4413	0	0				
716954																				1919	0	10205		288				1596					0	4981	1421	0				
717232																				166	0	1111		148				797					0	0	0	0				
717670																				355	0	861		187				319					0	0	0	0				
717737																				2103	5263	52084	1261	12172	10674			5661					0	19829	0	7056	BOLI ANNUITY RIDERS			
717924																			0	17364	58923	148440	0	25819	18048	0	0	16187	2472	194	0	0	0	30147	0	0	Minimum Pension Liability			
718145																				1776	7111	34933		1532				4612					0	18632	0	1270				
718275																				0	471	1000		0				529					0	0	0	0				
718538																				2908	2678	15012		489				1239					0	7698	0	0	EFT			
719030																				13	987	3486		194				242					0	2050	0	0				
719610																				242	443	4594		717				790					0	0	0	2402				
719656																				2656	1991	16683		1529				2781					0	7726	0	0				
719964																				93	0	4978		64				1283					0	3538	0	0				
720157																				0	0	120		0				120					0	0	0	0				
720344																				653	2831	8595		3				765					0	1817	0	2526				
720746																				2742	80	20771		918				3788					0	10644	0	2599				
720858																				514	0	4374		64				1763					0	2033	0	0				
721350																				4261	0	21852		178				12503					0	4910	0	0				
721752																				451	0	3304		0				433					0	1966	0	454				
721949																				1966	2846	8163		645				2706					0	0	0	0				
722227																				208	2889	5854		2371				386					0	0	0	0				
722432																				3490	1835	21644		5259				1185					0	6634	0	3241	Right of Use Asset - Leases			
722544																				4022	42540	115744		1136				12797					0	42854	722	11673				
722777	0	1506665	1204029	12942970	0	7896608	7458830	0	0	367415	0	0	0	0	0	902180	76433	989640		1506665																	OPERATING_LEASES			
722816																				1560	16380	47075		7717				3715					0	17703	0	0				
723112	0	1105000	2194000	9614000	0	3490000	0	0	0	734000	0	0	2038000	0	1000	582000	542000	966000		1105000																				
723158																			0	159	0	1446	28	28	0	0	0	1259	0	0	0	0	0	0	0	0				
723550																				190	0	1363		42				1131					0	0	0	0				
723653																				385	0	6771		532				1705					0	4149	0	0				
723756																				257	79	2428		174				737					0	1181	0	0				
723868																				283	0	1482		213				521					0	465	0	0				
724230																				1395	1383	20345		2835				2135					0	9250	0	3347				
724744																				5651	644	30070		4971				7128					0	11676	0	0				
724904																				500	0	5126		3315				1311					0	0	0	0				
724940																				0	0	2647		0				355					0	2292	0	0				
725077																				1619	2952	11239		2451				1508					0	2179	530	0				
725732		2443	13166	122999		45602				27080					0	34282	0	426		2443																				
725741																				532	0	7953		307				804					0	4058	1096	1156				
726458																				903	0	2358		37				583					0	835	0	0				
726953																				19641	2252	29119	1945	2284				4942			241		0	0	0	0				
727174																				7979	0	16962		5530				3453					0	0	0	0				
728948																				2735	1533	11341		1287				5786					0	0	0	0				
728957																				413	0	8326		358				2030					0	5525	0	0				
729011																				1750	2692	17629		549				1763					0	10875	0	0				
729057																				439	0	1280		128				713					0	0	0	0				
729178																				1593	1022	7577		328				1067					0	1651	0	1916				
729310																				6029	5046	66697		24549				6594					0	24479	0	0				
729570																				260	0	457		83				114					0	0	0	0				
729842																				893	0	4284		81				2341					0	969	0	0				
729945																				2045	0	9718		1250				1155					0	2234	0	3034				
730745																			0	39	104	394	32	32	0	0	0	219	0	0	0	0	0	0	0	0				
731050																				224	951	6966		76				2381					0	3334	0	0				
731247																			0	19345	27024	71827	2503	5791	2039	0	0	19667	0	0	0	0	0	0	0	0	Trust Income Receivable			
731957																				5	0	121		28				88					0	0	0	0				
732178																				1008	1759	8873		2980				3126					0	0	0	0				
732253																				580	0	7599		1218				2651					0	1561	0	1589				
732637																			51	243	2847	6958	206	536	232			517					0	2815	0	0	Investment in subsidiary			
732758																				1767	2321	24453	864	3431				1663					0	11109	0	4162				
732918																				21219	3679	70487	3160	13990				7838					0	19353	0	4408				
