IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type
694771.0,6156.0,0.0,0.0,125103882.0,FARMERS STATE BANK,159 RIVERSIDE AVENUE ,WINTHROP,WA,98862.0,51.0
694847.0,5015.0,0.0,9914.0,72404883.0,CENTURY BANK AND TRUST,100 WEST CHICAGO STREET ,COLDWATER,MI,49036.0,51.0
694904.0,16022.0,0.0,11158.0,226071004.0,NEW YORK COMMUNITY BANK,102 DUFFY AVENUE ,HICKSVILLE,NY,11801.0,41.0
695349.0,977.0,0.0,14326.0,72404977.0,TRI-COUNTY BANK,4190 MAIN STREET ,BROWN CITY,MI,48416.0,41.0
695947.0,10883.0,0.0,0.0,81211795.0,BANK OF BLUFFS,115 NORTH BLUFFS STREET ,BLUFFS,IL,62621.0,51.0
696047.0,11355.0,0.0,0.0,83904314.0,BEDFORD LOAN & DEPOSIT BANK,45 HIGHWAY 42 EAST ,BEDFORD,KY,40006.0,51.0
696168.0,26704.0,0.0,0.0,322284928.0,BALBOA THRIFT AND LOAN ASSOCIATION,865 AMENA COURT ,CHULA VISTA,CA,91910.0,51.0
696430.0,12815.0,18763.0,12535.0,71918765.0,HOME STATE BANK/NATIONAL ASSOCIATION,40 GRANT STREET ,CRYSTAL LAKE,IL,60014.0,51.0
696645.0,14225.0,5842.0,0.0,74905319.0,"HOME NATIONAL BANK OF THORNTOWN, THE",117 EAST MAIN STREET ,THORNTOWN,IN,46071.0,41.0
697035.0,21998.0,0.0,0.0,65302484.0,COVINGTON COUNTY BANK,102 SOUTH DOGWOOD AVENUE ,COLLINS,MS,39428.0,41.0
697147.0,17736.0,0.0,10938.0,274971729.0,TERRE HAUTE SAVINGS BANK,533 OHIO STREET ,TERRE HAUTE,IN,47807.0,51.0
697156.0,14492.0,0.0,0.0,81517936.0,HOMEBANK,400 SOUTH MAIN STREET ,PALMYRA,MO,63461.0,51.0
697231.0,17580.0,0.0,9480.0,63206207.0,FNBT BANK,29 NORTH EGLIN PARKWAY NE ,FORT WALTON BEACH,FL,32548.0,51.0
697633.0,19048.0,0.0,10256.0,62001186.0,BBVA USA,15 SOUTH 20TH STREET ,BIRMINGHAM,AL,35233.0,41.0
697763.0,3430.0,0.0,0.0,121140218.0,WESTAMERICA BANK,1108 FIFTH AVENUE ,SAN RAFAEL,CA,94901.0,41.0
697950.0,24367.0,17652.0,0.0,111912197.0,CITY NATIONAL BANK,1465 WEST 2ND AVENUE ,CORSICANA,TX,751103763.0,51.0
697978.0,30903.0,0.0,6091.0,255072595.0,COMMUNITY BANK OF THE CHESAPEAKE,3035 LEONARDTOWN ROAD ,WALDORF,MD,20601.0,41.0
698144.0,287.0,0.0,0.0,83903328.0,COMMUNITY FINANCIAL SERVICES BANK,221 WEST FIFTH STREET ,BENTON,KY,42025.0,51.0
698546.0,10799.0,0.0,0.0,81220524.0,FIRST STATE BANK OF CAMPBELL HILL,114 WEST FRONT STREET ,CAMPBELL HILL,IL,62916.0,41.0
698649.0,14513.0,0.0,13140.0,72407929.0,THUMB BANK & TRUST,7254 MICHIGAN AVENUE ,PIGEON,MI,48755.0,51.0
699105.0,90169.0,0.0,8030.0,211372828.0,BLUESTONE BANK,756 ORCHARD STREET ,RAYNHAM,MA,2767.0,51.0
699253.0,12457.0,0.0,0.0,81504172.0,"CITIZENS BANK OF EDINA, THE",117 SOUTH MAIN STREET ,EDINA,MO,63537.0,51.0
700140.0,1860.0,0.0,0.0,73905653.0,MONTEZUMA STATE BANK,101 SOUTH 4TH STREET ,MONTEZUMA,IA,50171.0,51.0
700252.0,24085.0,17456.0,0.0,113110984.0,CITIZENS NATIONAL BANK,1320 LOOP 304 EAST ,CROCKETT,TX,75835.0,51.0
700430.0,9356.0,0.0,11466.0,65302963.0,"COMMERCIAL BANK, THE",175 HOPPER AVENUE ,DE KALB,MS,39328.0,41.0
700458.0,8943.0,0.0,0.0,91300641.0,MERCHANTS BANK,210 SOUTH MAIN ,RUGBY,ND,58368.0,51.0
701062.0,17308.0,0.0,0.0,121301578.0,CENTRAL PACIFIC BANK,220 SOUTH KING STREET ,HONOLULU,HI,96813.0,41.0
701222.0,6605.0,2449.0,0.0,42205009.0,MERCHANTS NATIONAL BANK,100 NORTH HIGH STREET ,HILLSBORO,OH,45133.0,51.0
701839.0,5673.0,0.0,16128.0,63103407.0,CITIZENS BANK AND TRUST,2 EAST WALL STREET ,FROSTPROOF,FL,33843.0,51.0
701857.0,10352.0,0.0,0.0,111306088.0,CROWELL STATE BANK,100 EAST COMMERCE STREET ,CROWELL,TX,792270848.0,51.0
702117.0,7230.0,1354.0,10286.0,21303618.0,"NBT BANK, NATIONAL ASSOCIATION",52 SOUTH BROAD STREET ,NORWICH,NY,13815.0,41.0
702359.0,11903.0,0.0,0.0,111913879.0,TEXAS HERITAGE BANK,1208 SOUTH MAIN STREET ,BOERNE,TX,780062814.0,51.0
702612.0,2700.0,1493.0,0.0,42102403.0,FIRST SOUTHERN NATIONAL BANK,27 PUBLIC SQUARE ,LANCASTER,KY,40444.0,51.0
702836.0,4960.0,0.0,0.0,64102944.0,FIRST FARMERS AND COMMERCIAL BANK,441 SPRING STREET ,PIKEVILLE,TN,37367.0,51.0
702911.0,13220.0,0.0,0.0,42309222.0,"PEOPLES BANK CO., THE",112 WEST MAIN STREET ,COLDWATER,OH,45828.0,51.0
702966.0,14404.0,0.0,0.0,111911965.0,FARMERS STATE BANK OF NEWCASTLE,722 BROADWAY AVENUE ,NEWCASTLE,TX,76372.0,51.0
703039.0,11445.0,0.0,17134.0,84206040.0,"JEFFERSON BANK, THE",3008 EAST REED ROAD ,GREENVILLE,MS,38703.0,51.0
703552.0,3256.0,0.0,0.0,111907940.0,"HORIZON BANK, SSB","600 CONGRESS AVENUE, SUITE 400 ",AUSTIN,TX,78701.0,51.0
703767.0,23030.0,0.0,0.0,121137726.0,CENTRAL VALLEY COMMUNITY BANK,"7100 NORTH FINANCIAL DRIVE, SUITE 101 ",FRESNO,CA,93720.0,41.0
704559.0,26247.0,0.0,0.0,101005483.0,CENTRAL BANK OF THE MIDWEST,609 NORTH HIGHWAY 291 ,LEE'S SUMMIT,MO,64086.0,41.0
704755.0,1643.0,0.0,0.0,81905085.0,PROVIDENCE BANK,3855 FORUM BOULEVARD ,COLUMBIA,MO,65203.0,51.0
705378.0,29066.0,0.0,2853.0,302170162.0,"DEL NORTE BANK, A SAVINGS AND LOAN ASSOCIATION",705 GRAND AVENUE ,DEL NORTE,CO,81132.0,51.0
705444.0,3858.0,0.0,0.0,82902469.0,ARKANSAS COUNTY BANK,220 WEST CROSS ,DEWITT,AR,72042.0,51.0
705556.0,18885.0,15161.0,0.0,91914202.0,NEIGHBORHOOD NATIONAL BANK,45 NORTH UNION ,MORA,MN,55051.0,41.0
706030.0,16283.0,0.0,0.0,61221310.0,SOUTH COAST BANK & TRUST,1500 NEWCASTLE STREET ,BRUNSWICK,GA,31520.0,51.0
706058.0,5214.0,12947.0,0.0,91914820.0,"FIRST NATIONAL BANK OF MOOSE LAKE, THE",400 ELM AVENUE ,MOOSE LAKE,MN,55767.0,51.0
706236.0,22273.0,0.0,0.0,51501817.0,BANK OF MINGO,10 COMMERCE DRIVE BELO INDUSTRIAL PARK,WILLIAMSON,WV,25661.0,51.0
706254.0,20279.0,0.0,0.0,103101518.0,"COMMUNITY STATE BANK, THE",1409 NORTH BROADWAY ,POTEAU,OK,74953.0,41.0
706450.0,17122.0,0.0,0.0,91915832.0,LAKE COUNTRY COMMUNITY BANK,111 NORTH DIVISION ,MORRISTOWN,MN,55052.0,51.0
706656.0,22636.0,0.0,0.0,101903637.0,COMMUNITY BANK OF MARSHALL,811 WEST COLLEGE STREET ,MARSHALL,MO,65340.0,51.0
707354.0,17323.0,0.0,0.0,81918425.0,FIRST STATE COMMUNITY BANK,201 EAST COLUMBIA STREET ,FARMINGTON,MO,63640.0,41.0
708379.0,28925.0,0.0,2632.0,271172644.0,SECURITY SAVINGS BANK,220 EAST BROADWAY ,MONMOUTH,IL,61462.0,51.0
709143.0,3711.0,0.0,13691.0,71102500.0,MIDWEST BANK,200 EAST BROADWAY ,MONMOUTH,IL,61462.0,41.0
709451.0,9791.0,0.0,0.0,101902735.0,COMMERCIAL TRUST COMPANY OF FAYETTE,119 NORTH MAIN STREET ,FAYETTE,MO,65248.0,51.0
709554.0,16720.0,0.0,0.0,112201988.0,"WESTERN BANK, ARTESIA, NEW MEXICO",320 WEST TEXAS ,ARTESIA,NM,88210.0,51.0
709602.0,90290.0,0.0,12555.0,211372378.0,UNIBANK FOR SAVINGS,49 CHURCH ST ,WHITINSVILLE,MA,1588.0,41.0
709639.0,6091.0,0.0,55166.0,64101204.0,MACON BANK AND TRUST COMPANY,609 RED BOILING SPRINGS ROAD ,LAFAYETTE,TN,37083.0,51.0
709956.0,22855.0,0.0,0.0,103102326.0,OKLAHOMA HERITAGE BANK,131 MAIN STREET ,ROFF,OK,74865.0,41.0
710176.0,28930.0,0.0,0.0,301271460.0,FIRST MISSOURI BANK,300 WEST LOCKLING ,BROOKFIELD,MO,64628.0,51.0
710859.0,11491.0,0.0,0.0,112201218.0,"CITIZENS BANK OF CLOVIS, THE",421 PILE STREET ,CLOVIS,NM,881017540.0,51.0
711472.0,20884.0,0.0,0.0,121405115.0,BANK OF GUAM,111 WEST CHALAN SANTO PAPA ,HAGATNA,GU,96910.0,31.0
711520.0,23989.0,0.0,0.0,51404684.0,MINERS EXCHANGE BANK,483 FRONT STREET WEST ,COEBURN,VA,24230.0,51.0
711548.0,14009.0,0.0,17344.0,72403635.0,CHELSEA STATE BANK,1010 SOUTH MAIN STREET ,CHELSEA,MI,48118.0,51.0
711753.0,14026.0,0.0,0.0,104911422.0,SCRIBNER BANK,400 MAIN STREET ,SCRIBNER,NE,68057.0,51.0
711801.0,90291.0,0.0,13771.0,211371366.0,"SAVINGS BANK, THE",357 MAIN STREET ,WAKEFIELD,MA,1880.0,51.0
712059.0,10958.0,0.0,0.0,91214627.0,UNITED PRAIRIE BANK,1141 THIRD AVENUE ,MOUNTAIN LAKE,MN,56159.0,51.0
712273.0,28934.0,0.0,2644.0,244171915.0,PERPETUAL FEDERAL SAVINGS BANK OF URBANA,120 N MAIN STREET ,URBANA,OH,43078.0,51.0
712648.0,12531.0,0.0,0.0,82902663.0,"PEOPLES BANK, THE",500 NORTH JACKSON ,MAGNOLIA,AR,71753.0,51.0
712956.0,18514.0,0.0,0.0,112202372.0,FIRST NEW MEXICO BANK,300 S. GOLD ,DEMING,NM,880303731.0,51.0
713047.0,20769.0,0.0,0.0,71923815.0,BANK OF MONTGOMERY,1333 DOUGLAS ROAD ,MONTGOMERY,IL,60538.0,51.0
713252.0,10250.0,0.0,0.0,91308805.0,PEOPLES STATE BANK OF VELVA,101 N. MAIN STREET ,VELVA,ND,58790.0,51.0
713476.0,29120.0,717954.0,17954.0,275071327.0,"PYRAMAX BANK, F.S.B.",7001 WEST EDGERTON AVENUE ,GREENFIELD,WI,53220.0,51.0
713926.0,8668.0,0.0,9825.0,51404419.0,FARMERS & MERCHANTS BANK,165 NEW MARKET ,TIMBERVILLE,VA,22853.0,41.0
714165.0,5518.0,10806.0,0.0,111904231.0,"CITY NATIONAL BANK OF SAN SABA, THE",209 E BROWN ,SAN SABA,TX,768773501.0,51.0
714437.0,1705.0,0.0,0.0,64103697.0,MOUNTAIN VALLEY BANK,17114 RANKIN AVENUE ,DUNLAP,TN,37327.0,51.0
714839.0,22046.0,16473.0,10367.0,65402517.0,FIRST NATIONAL BANK USA,13386 US HWY 90 WEST ,BOUTTE,LA,70039.0,41.0
714978.0,26922.0,0.0,8441.0,211070230.0,"COOPERATIVE BANK, THE",40 BELGRADE AVE ,ROSLINDALE,MA,2131.0,51.0
715032.0,15216.0,0.0,14483.0,61211317.0,PEOPLES BANK,299 WEST LIBERTY STREET ,LYONS,GA,30436.0,41.0
715050.0,5095.0,0.0,17985.0,91206541.0,STAR BANK,100 STATE HIGHWAY 55 EAST ,MAPLE LAKE,MN,55358.0,51.0
715144.0,3713.0,0.0,0.0,71904290.0,GRUNDY BANK,201 LIBERTY STREET ,MORRIS,IL,60450.0,51.0
715340.0,22308.0,0.0,9915.0,72413104.0,WEST MICHIGAN COMMUNITY BANK,5367 SCHOOL STREET ,HUDSONVILLE,MI,49426.0,51.0
715470.0,31972.0,707674.0,7674.0,291471419.0,FIRST WESTERN FEDERAL SAVINGS BANK,402 MAIN STREET ,RAPID CITY,SD,57701.0,41.0
715630.0,10317.0,0.0,13067.0,64206426.0,CITIZENS BANK AND TRUST COMPANY OF GRAINGER COUNTY,8335 RUTLEDGE PIKE ,RUTLEDGE,TN,37861.0,51.0
715872.0,31217.0,0.0,6555.0,253171676.0,LIFESTORE BANK,205 SOUTH JEFFERSON AVENUE ,WEST JEFFERSON,NC,28694.0,41.0
715975.0,28949.0,702674.0,2674.0,284272612.0,AMORY FEDERAL SAVINGS AND LOAN ASSOCIATION,213 SECOND AVENUE NORTH ,AMORY,MS,38821.0,51.0
716374.0,31223.0,0.0,0.0,83913033.0,FIRST HARRISON BANK,220 FEDERAL DRIVE NORTHWEST ,CORYDON,IN,47112.0,51.0
716655.0,5216.0,0.0,0.0,91214960.0,AMERICAN BANK OF THE NORTH,117 CENTRAL AVENUE ,NASHWAUK,MN,55769.0,51.0
716833.0,16250.0,0.0,10700.0,71004284.0,MARQUETTE BANK,6316 SOUTH WESTERN AVENUE ,CHICAGO,IL,60636.0,41.0
716851.0,22867.0,0.0,0.0,101003773.0,COMMUNITY BANK OF RAYMORE,801 WEST FOXWOOD DRIVE ,RAYMORE,MO,64083.0,51.0
716954.0,13032.0,0.0,0.0,75902832.0,CITIZENS FIRST BANK,101 SOUTH MAIN STREET ,VIROQUA,WI,54665.0,51.0
717232.0,21692.0,0.0,0.0,63209660.0,PEOPLES BANK OF GRACEVILLE,5306 BROWN STREET ,GRACEVILLE,FL,32440.0,51.0
717670.0,29143.0,0.0,2988.0,286573351.0,SYSTEMATIC SAVINGS BANK,318 SOUTH AVENUE ,SPRINGFIELD,MO,65806.0,51.0
717737.0,20954.0,16076.0,10476.0,64202255.0,CITIZENS NATIONAL BANK,200 FORKS OF THE RIVER PKWY ,SEVIERVILLE,TN,37862.0,41.0
717924.0,15359.0,0.0,0.0,53102586.0,SOUTHERN BANK AND TRUST COMPANY,100 NORTH CENTER STREET ,MOUNT OLIVE,NC,28365.0,41.0
718079.0,31980.0,0.0,7685.0,264174303.0,AMERICAN BANK & TRUST OF THE CUMBERLANDS,808 WEST MAIN STREET ,LIVINGSTON,TN,38570.0,51.0
718145.0,17120.0,0.0,0.0,84205915.0,FIRST SECURITY BANK,295 HIGHWAY 6 WEST ,BATESVILLE,MS,38606.0,51.0
718275.0,26539.0,0.0,0.0,0.0,BANK OF THE FEDERATED STATES OF MICRONESIA,98 KASELEHLIE STREET ,POHNPEI,0.0,96941.0,51.0
718538.0,11953.0,0.0,12008.0,52203046.0,"GRANT COUNTY BANK, THE",3 N MAIN STREET BOX 929 ,PETERSBURG,WV,26847.0,51.0
719030.0,6787.0,9721.0,0.0,51503051.0,"FIRST NATIONAL BANK OF PETERSTOWN, THE",380 MARKET STREET ,PETERSTOWN,WV,24963.0,51.0
719610.0,2708.0,7605.0,0.0,42105442.0,"FIRST NATIONAL BANK OF MANCHESTER, THE",120 TOWN BRANCH RD ,MANCHESTER,KY,40962.0,51.0
719656.0,12223.0,0.0,0.0,81501696.0,"CALLAWAY BANK, THE",5 EAST FIFTH STREET ,FULTON,MO,65251.0,51.0
719964.0,17775.0,0.0,0.0,111312205.0,FIRST STATE BANK,TRUHART & MOSS ,PAINT ROCK,TX,76866.0,51.0
720157.0,9752.0,0.0,0.0,91215435.0,MARSHALL COUNTY STATE BANK,118 EAST MINNESOTA AVENUE ,NEWFOLDEN,MN,56738.0,51.0
720344.0,13167.0,0.0,0.0,83904660.0,BANK OF CLARKSON,101 EAST MAIN STREET ,CLARKSON,KY,42726.0,41.0
720746.0,3799.0,9734.0,0.0,81905014.0,"BRADFORD NATIONAL BANK OF GREENVILLE, THE",100 EAST COLLEGE AVENUE ,GREENVILLE,IL,62246.0,51.0
720858.0,13794.0,0.0,0.0,91307275.0,MCINTOSH COUNTY BANK,204 WEST MAIN ST ,ASHLEY,ND,58413.0,51.0
721350.0,8387.0,0.0,0.0,91305044.0,BANKNORTH,340 MAIN STREET ,ARTHUR,ND,58006.0,51.0
721752.0,9340.0,0.0,0.0,91212726.0,"FARMERS & MERCHANTS STATE BANK OF NEW YORK MILLS, INCORPORATED",11 NORTH WALKER AVENUE ,NEW YORK MILLS,MN,56567.0,51.0
721949.0,2738.0,6769.0,9695.0,83903108.0,"FIRST & FARMERS NATIONAL BANK, INC.",2020 S HIGHWAY 27 ,SOMERSET,KY,42501.0,51.0
722227.0,9502.0,0.0,14489.0,51401043.0,MOVEMENT BANK,201 NORTH UNION STREET ,DANVILLE,VA,24541.0,51.0
722432.0,845.0,0.0,0.0,52201925.0,"BANK OF ROMNEY, THE",95 EAST MAIN STREET ,ROMNEY,WV,26757.0,51.0
722544.0,10044.0,13879.0,0.0,75900766.0,NATIONAL EXCHANGE BANK AND TRUST,130 SOUTH MAIN STREET ,FOND DU LAC,WI,54935.0,51.0
722777.0,29950.0,25022.0,0.0,11075150.0,"SANTANDER BANK, NATIONAL ASSOCIATION","824 NORTH MARKET STREET, SUITE 100 ",WILMINGTON,DE,19801.0,31.0
722816.0,13297.0,0.0,11750.0,21309735.0,SOLVAY BANK,1537 MILTON AVENUE ,SOLVAY,NY,13209.0,51.0
723112.0,6672.0,25190.0,0.0,42000314.0,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",38 FOUNTAIN SQUARE PLAZA ,CINCINNATI,OH,45202.0,31.0
723158.0,8541.0,0.0,0.0,91213806.0,STATE BANK OF FAIRMONT,918 EAST BLUE EARTH AVENUE ,FAIRMONT,MN,56031.0,41.0
723550.0,15606.0,0.0,0.0,101918075.0,"HAMILTON BANK, THE",111 NORTH DAVIS STREET ,HAMILTON,MO,64644.0,51.0
723653.0,2249.0,0.0,0.0,112200824.0,WESTERN BANK,140 E. MOTEL DRIVE ,LORDSBURG,NM,88045.0,51.0
723756.0,14636.0,0.0,0.0,101104779.0,PEOPLES BANK,101 EAST MAIN ,COLDWATER,KS,67029.0,51.0
723868.0,18132.0,0.0,0.0,113123573.0,PEARLAND STATE BANK,2301 N. MAIN STREET ,PEARLAND,TX,775814111.0,51.0
724230.0,10693.0,0.0,0.0,64204703.0,SIMPLYBANK.,369 FRONT STREET ,SPRING CITY,TN,37381.0,51.0
724548.0,9668.0,0.0,0.0,83903425.0,DIXON BANK,42 US HIGHWAY 41A SOUTH ,DIXON,KY,42409.0,51.0
724744.0,14079.0,0.0,0.0,73905064.0,GNB BANK,529 G AVENUE ,GRUNDY CENTER,IA,50638.0,51.0
724904.0,27417.0,712504.0,12504.0,211574862.0,"HOME LOAN INVESTMENT BANK, F.S.B.","1 HOME LOAN PLAZA, SUITE 3 ",WARWICK,RI,2886.0,51.0
724940.0,10469.0,0.0,0.0,81217919.0,FARMERS & MERCHANTS BANK OF HUTSONVILLE,108 SOUTH MAIN STREET ,HUTSONVILLE,IL,62433.0,51.0
725077.0,27989.0,717997.0,17997.0,271972925.0,OTTAWA SAVINGS BANK,925 LASALLE STREET ,OTTAWA,IL,61350.0,51.0
725732.0,21265.0,0.0,10221.0,67009044.0,BAC FLORIDA BANK,169 MIRACLE MILE SUITE R10,CORAL GABLES,FL,33134.0,31.0
725741.0,321.0,0.0,0.0,84205614.0,HOLMES COUNTY BANK & TRUST COMPANY,316 COURT SQUARE ,LEXINGTON,MS,39095.0,51.0
725853.0,4646.0,0.0,0.0,101107860.0,COMMUNITY BANK OF THE MIDWEST,2220 BROADWAY ,GREAT BEND,KS,67530.0,51.0
726458.0,5221.0,6837.0,0.0,91903530.0,"FIRST NATIONAL BANK OF OSAKIS, THE",211-213 CENTRAL AVE. ,OSAKIS,MN,56360.0,51.0
726953.0,26626.0,0.0,0.0,111016501.0,UNITED TEXAS BANK,"13101 PRESTON ROAD, SUITE 100 ",DALLAS,TX,75240.0,41.0
727174.0,27998.0,0.0,709.0,242071509.0,GUARDIAN SAVINGS BANK,6100 WEST CHESTER ROAD ,WEST CHESTER,OH,45069.0,51.0
728948.0,4465.0,10354.0,13627.0,73903383.0,"MIDSTATES BANK, NATIONAL ASSOCIATION","1851 MADISON AVENUE, SUITE 732 ",COUNCIL BLUFFS,IA,51503.0,51.0
728957.0,10165.0,0.0,0.0,91908988.0,FARMERS AND MERCHANTS STATE BANK OF PIERZ,80 MAIN ST. ,PIERZ,MN,56364.0,51.0
729011.0,5981.0,0.0,0.0,44105576.0,"COMMUNITY BANK, THE",113 NORTH FIFTH STREET ,ZANESVILLE,OH,43701.0,51.0
729057.0,10194.0,0.0,0.0,91914121.0,PINE RIVER STATE BANK,103 MILL STREET ,PINE RIVER,MN,56474.0,51.0
729178.0,31905.0,0.0,7589.0,311974032.0,"CYPRESS BANK, SSB",120 SOUTH GREER BOULEVARD ,PITTSBURG,TX,75686.0,51.0
729310.0,57497.0,0.0,14133.0,221370894.0,PATHFINDER BANK,214 WEST FIRST STREET ,OSWEGO,NY,13126.0,51.0
729459.0,12193.0,0.0,0.0,91903967.0,PINE ISLAND BANK,128 SOUTH MAIN STREET ,PINE ISLAND,MN,55963.0,41.0
729570.0,29999.0,704516.0,4516.0,253272261.0,MUTUAL SAVINGS BANK,330 WEST CAROLINA AVENUE ,HARTSVILLE,SC,29550.0,51.0
729842.0,16201.0,0.0,0.0,74913194.0,BANK OF WOLCOTT,105 NORTH RANGE STREET ,WOLCOTT,IN,47995.0,51.0
729945.0,9777.0,0.0,0.0,84204709.0,CITIZENS BANK AND TRUST COMPANY,239 EAST MAIN STREET ,MARKS,MS,38646.0,51.0
730745.0,11761.0,0.0,0.0,73909620.0,CITIZENS SAVINGS BANK,133 EAST MAIN STREET ,HAWKEYE,IA,52147.0,41.0
731050.0,16079.0,0.0,0.0,104913491.0,YORK STATE BANK,700 NORTH LINCOLN AVENUE ,YORK,NE,68467.0,51.0
731247.0,14650.0,0.0,9204.0,73913755.0,HILLS BANK AND TRUST COMPANY,131 EAST MAIN STREET ,HILLS,IA,52235.0,41.0
731957.0,5232.0,11125.0,0.0,91909068.0,"FIRST NATIONAL BANK OF PROCTOR, THE",211 2ND ST. ,PROCTOR,MN,55810.0,51.0
732178.0,32084.0,0.0,0.0,303187675.0,GRAND SAVINGS BANK,1022 SOUTH MAIN STREET ,GROVE,OK,74344.0,51.0
732253.0,10531.0,0.0,0.0,111103362.0,CITIZENS PROGRESSIVE BANK,3540 FRONT STREET ,WINNSBORO,LA,712952220.0,51.0
732637.0,16453.0,0.0,0.0,51504429.0,WHITESVILLE STATE BANK,38609 COAL RIVER ROAD ,WHITESVILLE,WV,25209.0,41.0
732758.0,23210.0,0.0,0.0,102003743.0,BANKERS' BANK OF THE WEST,"1099 18TH STREET, SUITE 2700 ",DENVER,CO,80202.0,51.0
732918.0,14359.0,0.0,0.0,31306993.0,JERSEY SHORE STATE BANK,300 MARKET STREET ,WILLIAMSPORT,PA,17701.0,41.0
732954.0,19278.0,0.0,0.0,113109898.0,CARMINE STATE BANK,205 CENTENNIAL ,CARMINE,TX,78932.0,51.0
733054.0,12506.0,0.0,0.0,113111077.0,INDUSTRY STATE BANK,16886 FORDTRAN BLVD. ,INDUSTRY,TX,78944.0,41.0
733540.0,8730.0,0.0,0.0,82904289.0,GATEWAY BANK,112 MAIN STREET ,RISON,AR,71665.0,51.0
733559.0,14058.0,0.0,0.0,104112771.0,GREAT PLAINS STATE BANK,140 MAIN ,PETERSBURG,NE,68652.0,51.0
733661.0,25803.0,0.0,0.0,322286188.0,HATCH BANK,"1001 WEST SAN MARCOS BOULEVARD, S-140 ",SAN MARCOS,CA,92078.0,51.0
733755.0,8896.0,0.0,0.0,81516940.0,JONESBURG STATE BANK,110 FIRST STREET ,JONESBURG,MO,63351.0,51.0
733951.0,11778.0,0.0,0.0,101102496.0,"CITIZENS STATE BANK AND TRUST CO., ELLSWORTH, KANSAS",203 NORTH DOUGLAS ,ELLSWORTH,KS,67439.0,51.0
734248.0,950.0,0.0,9692.0,73920939.0,IOWA STATE BANK,5 EAST CALL ,ALGONA,IA,50511.0,51.0
734350.0,16689.0,0.0,0.0,111104617.0,GIBSLAND BANK & TRUST COMPANY,1246 THIRD ST ,GIBSLAND,LA,71028.0,51.0
734538.0,25247.0,18278.0,0.0,65403370.0,FIRST NATIONAL BANKERS BANK,7813 OFFICE PARK BOULEVARD ,BATON ROUGE,LA,70809.0,51.0
734613.0,90384.0,0.0,0.0,31312123.0,"BANK OF LANDISBURG, THE",100 NORTH CARLISLE STREET ,LANDISBURG,PA,17040.0,51.0
735049.0,14926.0,0.0,0.0,72406522.0,FREELAND STATE BANK,185 EAST WASHINGTON STREET ,FREELAND,MI,48623.0,51.0
735067.0,3400.0,12308.0,0.0,111303010.0,"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION","2595 PRESTON ROAD, BUILDING 100 ",FRISCO,TX,75034.0,51.0
735414.0,6530.0,8588.0,0.0,42206422.0,"FIRST NATIONAL BANK OF BLANCHESTER, THE",121 EAST MAIN STREET ,BLANCHESTER,OH,45107.0,51.0
735441.0,228.0,0.0,12625.0,73917641.0,AMERICAN STATE BANK,525 NORTH MAIN AVENUE ,SIOUX CENTER,IA,51250.0,51.0
735768.0,24655.0,0.0,0.0,121140263.0,AMERICAN RIVER BANK,"1545 RIVER PARK DRIVE, SUITE 107 ",SACRAMENTO,CA,95815.0,51.0
735973.0,29910.0,704315.0,4315.0,283971914.0,SCOTTSBURG BUILDING AND LOAN ASSOCIATION,306 WEST MCCLAIN AVENUE ,SCOTTSBURG,IN,47170.0,51.0
736158.0,17205.0,0.0,0.0,104108439.0,"POTTER STATE BANK OF POTTER, THE",301 CHESTNUT STREET ,POTTER,NE,69156.0,51.0
736206.0,8152.0,0.0,0.0,11300595.0,CAMBRIDGE TRUST COMPANY,1336 MASSACHUSETTS AVENUE ,CAMBRIDGE,MA,2138.0,51.0
736550.0,18610.0,0.0,0.0,101106214.0,"UNION STATE BANK OF EVEREST, THE",545 MAIN STREET ,EVEREST,KS,66424.0,51.0
736662.0,9973.0,0.0,0.0,111912605.0,"FIRST STATE BANK, THE",100 NORTH MCKINNEY ST ,RICE,TX,75155.0,51.0
737548.0,17282.0,0.0,12696.0,73920285.0,BANKIOWA,7045 C AVENUE NORTHEAST ,CEDAR RAPIDS,IA,52402.0,51.0
738013.0,6531.0,11573.0,0.0,41212983.0,"CITIZENS NATIONAL BANK OF BLUFFTON, THE",102 SOUTH MAIN STREET ,BLUFFTON,OH,45817.0,51.0
738040.0,958.0,0.0,9909.0,73921433.0,UNITED BANK OF IOWA,501 2ND STREET ,IDA GROVE,IA,51445.0,41.0
738143.0,3722.0,0.0,11609.0,71102827.0,PROSPECT BANK,177 WEST WOOD STREET ,PARIS,IL,61944.0,51.0
738255.0,1434.0,0.0,0.0,104908422.0,TOWN & COUNTRY BANK,423 GRAND AVENUE ,RAVENNA,NE,68869.0,41.0
738303.0,90173.0,0.0,14622.0,211370419.0,EAST CAMBRIDGE SAVINGS BANK,292 CAMBRIDGE STREET ,CAMBRIDGE,MA,2141.0,41.0
738657.0,17607.0,0.0,0.0,101100605.0,"CITY STATE BANK, THE",1012 HIGHWAY 69 ,FORT SCOTT,KS,66701.0,41.0
