"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
701062																				6921	24225	279007		53676	18365			21957					0	33050	138283	895	Federal Tax Receivable			
701222																				5371	4754	37268		8756				6557					0	11830	0	0				
701839																				1011	0	23500		1150				5171					0	10813	0	5355				
701857																				161	0	2006		73				548					0	1224	0	0				
702117																				37336	94649	692953		254718				45776	89968				0	251282	0	9192				
702359																				842	0	2177		597				738					0	0	0	0				
702612																				3125	5213	21719		8931				4450					0	0	0	0				
702836																				163	645	5096		365				889					0	1536	0	1498				
702911																				4694	9132	32934		3059				3408					0	12641	0	0				
702966																				17	1076	1697		99				505					0	0	0	0				
703039																				3738	1399	7466		79				2250					0	0	0	0				
703552																				10047	4208	53300		16550				7049					0	15446	0	0				
703767																				7986	36897	124247	2246	27253	15202	9367		10263					0	38443	0	3405	Investment in LIHTC	Investment in SBIC		
705378																				1025	756	5012		372				1178					0	1681	0	0				
705556																				723	0	2885		227				1305					0	630	0	0				
706030																				436	0	3601		254				804					0	1003	0	1104				
706058																				2218	0	2869		113				538					0	0	0	0				
706236																				0	1751	3043		751				541					0	0	0	0				
706254																				733	0	5340	410	857	435			3750					0	0	0	0	PROPERTY NON BANK PREMISE POTEAU SCHOOL THEATRE			
706450																				69	569	983		243				102					0	0	0	0				
706656																				168	2544	8577		335				1304					0	3367	0	859				
707354																				12450	16618	162791		39638	21362			14880					0	71989	3043	4173	Fed Tax Credits			
708379																				685	3394	12328		297				1930					0	3498	0	2524				
709143																				4086	8981	34385	843	1133				5308		208			0	11640	0	3237				
709451																				1128	0	1943		129				686					0	0	0	0				
709554																				759	0	7167		248				1724					0	4436	0	0				
709602																				1468	31066	56021		7085	4910			6647					0	9755	0	0	Loan Accrued Interest Receivable			
709639																				1095	13212	31107		561				4092					0	6605	0	5542				
709956																				478	0	1194	111	199				517			88		0	0	0	0				
710176																				1648	0	10977		492				3136					0	5701	0	0				
710859																				1668	0	17001		818				3711					0	10804	0	0				
711472		1527	26394	124227	13955	43081				8559			4438		0	39712	0	4954		1527																				
711520																				127	823	2641		1361				330					0	0	0	0				
711548																				1039	0	15644		771				1881					0	9474	0	2479				
711753																				177	0	2334		1144				1013					0	0	0	0				
711801																				1012	5543	31242		2655				2236					0	19796	0	0				
712059																				3257	0	18809		2088				8666					0	4798	0	0				
712648																				2680	0	8235		445				1036					0	2722	0	1352				
712956																				107	909	5724		414				1362					0	2932	0	0				
713252																				266	0	2528		249				1371					0	0	0	642				
713476																				4564	6422	27561		916				1521					0	14138	0	0				
713926																				10115	10467	56958	2210	8227	3520			5094	78				0	23055	0	0	DEFERRED COMPENSATION			
714165																				73	0	2559		94				291					0	1478	0	623				
714437																				2179	695	6111		448				858					0	1339	0	592				
714839																				1682	220	9214		3630				634			2680		0	3048	0	0				
714978																				2540	1563	18458		1187				2278					0	9027	1863	0				
715032																				117	189	1376	243	285				785					0	0	0	0				
715050																				1263	0	7129		933				3210					0	1723	0	0				
715144																				618	0	5875		984				2689					0	1329	0	255				
715340																				6580	3935	31934		1742				3702					0	15975	0	0				
715470																				611	0	964		58				295					0	0	0	0				
715630																				309	5718	12979		44				1283					0	5625	0	0				
715872																				758	1418	14964	658	1295	527			1411					0	10082	0	0	Accrued Income Tax (debit balance)			
715975																				283	166	956		185				322					0	0	0	0				
716374																				1836	8680	30398		6286				4443					0	6504	0	2649				
716833																				9401	14804	81446	1683	3654	1277			4769					0	47818	1000	0	Deferred Compensation			
716851																				453	0	6976		456				1598					0	4469	0	0				
716954																				1888	0	10387		323				1681					0	5047	1448	0				
717232																				176	0	1095		179				740					0	0	0	0				
717670																				362	749	1690		213				366					0	0	0	0				
717737																				3150	4034	53497	1805	12830	10813			6291					0	20066	0	7126	BOLI ANNUITY RIDERS			
717924																			0	17243	41425	132103	0	26557	20181	0	0	16346	1583	153	0	0	0	30532	0	0	Minimum Pension Liability			
718145																				1901	5217	33177		1283				4883					0	18688	0	1205				
718275																				0	0	1814		1301				513					0	0	0	0				
718538																				2691	2412	14765		486				1364					0	7812	0	0				
719030																				13	829	3234		53				257					0	2082	0	0				
719610																				212	226	4771		1036				873					0	0	0	2424				
719656																				2538	1502	15504		1126				2501					0	7837	0	0				
719964																				95	0	5007		65				1271					0	3576	0	0				
720157																				0	0	167		0				167					0	0	0	0				
720344																				805	2215	8383		51				912					0	1848	0	2552				
720746																				2742	80	20464		682				3533					0	10810	0	2617				
720858																				297	0	4277		62				1858					0	2060	0	0				
721350																				3564	0	19566		219				10805					0	4978	0	0				
721752																				356	0	3218		0				421					0	1983	0	458				
721949																				2120	2681	8345		658				2886					0	0	0	0				
722227																				262	2997	4375		647				469					0	0	0	0				
722432																				3253	1543	21434		5388				1250					0	6737	0	3263				
722544																				4022	36631	111092		1190				13355					0	43391	730	11773				
722777	0	1596633	829326	15283082	0	10502182	9928618	0	0	378761	0	0	0	0	0	903471	76201	996508		1596633																	OPERATING_LEASES			
722816																				1658	13156	45102		8293				4081					0	17914	0	0				
723112	0	1132000	1599000	9082000	0	3485000	0	0	0	757000	0	0	2214000	0	1000	584000	544000	980000		1132000																				
723158																			0	75	0	956	43	43	0	0	0	838	0	0	0	0	0	0	0	0				
723550																				128	0	988		44				816					0	0	0	0				
723653																				389	0	8268		541				1743					0	5595	0	0				
723756																				261	58	2174		105				555					0	1195	0	0				
723868																				287	0	1459		171				529					0	472	0	0				
724230																				818	1102	19653		2683				2333					0	9341	0	3376				
724744																				5438	327	28625		5245				5804					0	11811	0	0				
724904																				650	0	6755		3764				2341					0	0	0	0				
724940																				0	0	2587		4				261					0	2322	0	0				
725077																				1619	2659	11243		2760				1475					0	2203	527	0				
725732		3002	12666	135454		47304	29412			37349					0	34702	0	431		3002																	Right of Use Asset			
725741																				532	0	8007		281				931					0	4046	1049	1168				
726458																				951	0	2426		78				555					0	842	0	0				
726953																				19961	472	26757	1450	1624				4700			174		0	0	0	0				
727174																				7979	0	16379		4380				4020					0	0	0	0				
728948																				2147	1190	9700		1035				5328					0	0	0	0				
728957																				472	0	8641		327				2239					0	5603	0	0				
729011																				1559	1549	16764		582				2066					0	11008	0	0				
729057																				288	0	1250		298				664					0	0	0	0				
729178																				1612	891	7760		323				1323					0	1674	0	1937				
729310																				7237	4177	61872		18489				7170					0	24799	0	0				
729842																				1073	0	5966		71				3847					0	975	0	0				
729945																				2090	816	9707		357				1121					0	2266	0	3057				
731050																				230	722	6405		60				2007					0	3386	0	0				
731247																				14422	21577	65696	2418	7559	2195	2373		22138					0	0	0	0	Trust Income Receivable	Tax Credits Purchased		
731957																				5	146	274		35				88					0	0	0	0				
732178																				1008	1456	9014		2446				4104					0	0	0	0				
732253																				592	0	7812		884				3147					0	1581	0	1608				
732637																			132	262	2130	6327	233	597	232			498					0	2840	0	0	Investment in subsidiary			
732758																				1780	2230	25467		4016				2005					0	11230	0	4206				
732918																				19181	2010	66981	3231	14517				8379					0	18450	0	4444				
732954																				0	1986	2629		157				486					0	0	0	0				
733054																				3035	0	29570	478	803				4961		7	135		0	14255	0	6516				
733540																				1009	0	1948		165				774					0	0	0	0				
733559																				1446	152	5753		828				3327					0	0	0	0				
733661																				528	0	3366		2501				337					0	0	0	0				
733755																				195	0	1041		157				689					0	0	0	0				
733951																				3108	523	6070		172				2165					0	102	0	0				
734248																				2264	7094	24038		1617				4537					0	8526	0	0				
734350																				3172	1378	18945		186				2042					0	12167	0	0				
734538																				6689	8125	68801		6008				9404					0	20682	0	17893				
734613																				533	2122	14713		970				1028					0	10060	0	0				
735049																				0	203	500		139				158					0	0	0	0				
735067																				3782	1617	7835		351				2085					0	0	0	0				
735414																				261	11	2612		78				260					0	1025	0	977				
735441																				6405	75	21845		2887				12478					0	0	0	0				
735973																				455	1008	7119		150				278					0	5228	0	0				
736158																				170	284	2434		92				578					0	1310	0	0				
736206																				24291	14359	200687		111340				15226	48864				0	17813	0	17658				
736550																				2380	142	7474		1406				3546					0	0	0	0				
737548																				3600	484	27994		1419				5919					0	16572	0	0				
738013																				7491	0	14439		2329				4619					0	0	0	0				
738040																				21607	3066	76070	1185	1245				20264					0	25745	0	4143				
738143																				2126	558	18747		1472				3057					0	11534	0	0				
738255																				709	1597	6332	531	644				2355					0	1027	0	0	Artwork and Collectibles			
738303																				11391	10448	61265	1793	3230				4207					0	31989	0	0				
738657																				111	0	1757		182				410					0	1054	0	0				
738769																				5695	5492	48314		3297				4785					0	24838	625	3582				
739346																				790	1465	3619		29				1335					0	0	0	0				
739355																				2734	2739	8983	506	506				3004					0	0	0	0				
739560																				15000	3914	157494		26753				25718	15462				0	86109	0	0				
739832																				2898	86	12182		1814				1900					0	5484	0	0				
740249																				1486	0	4640		244				2910					0	0	0	0				
741068																				302	485	1325		100				438					0	0	0	0				
741152																				24	0	453		127				302					0	0	0	0				
741330																				3098	1313	30218	1446	2353				8274					0	9463	348	5369				
741358																				0	0	761		170				308					0	283	0	0				
741648																				62	0	2124		108				256					0	1698	0	0				
741844																				266	785	4602		91				937					0	2523	0	0				
741956																				470	372	1333		64				427					0	0	0	0				
741974																				3286	0	7731		623				928					0	1902	992	0				
742056																				676	1610	3829		484				1059					0	0	0	0				
742542																				422	0	2345		28				751					0	807	0	337				
742636																				77	0	556		71				408					0	0	0	0				
742944																				1064	436	11161	294	754				1044					0	7863	0	0	FISERV EFT SETTLEMENT		Payroll In-Process	
743679																				3193	6564	22674		6175				2406					0	4336	0	0				
743950																				87	771	2168		41				356					0	913	0	0				
744854																				421	2268	5193		947				1557					0	0	0	0				
745347																				107	2038	3468		34				1289					0	0	0	0				
746157																				1974	2566	5857		255				1062					0	0	0	0				
746429																				4060	3656	24378		2376				1804					0	12482	0	0				
746755																				2190	2603	11127		261				2439					0	3634	0	0				
746942																				123	0	1372		146				1103					0	0	0	0				
746979																				107	125	812		128				452					0	0	0	0				
747051																				531	0	3505	205	232				630					0	203	0	1909				
747257																				2306	0	7565		353				966					0	3940	0	0				
748254																				675	4505	12430		545				1133					0	5572	0	0				
748357																				435	335	2117		832				515					0	0	0	0				
748441																				864	0	2579		1014				701					0	0	0	0				
748964																				2467	0	15790		283				2622					0	10418	0	0				
749242																				39743	97439	680318		93059				64891	56789				0	312629	6495	66062				
749635																				1361	11167	36906		4051				3115					0	17212	0	0				
749840																				106	35	316		0				175					0	0	0	0				
749943																				0	477	3250		244				2529					0	0	0	0				
750051																				231	0	2492		533				1728					0	0	0	0				
750127																				284	2099	4139		736				1020					0	0	0	0				
750341																				1512	1139	14336		514				2361					0	6785	0	2025				
750444																				220	226	1245		131				668					0	0	0	0				
750846																				65	302	3283		37				1357					0	1522	0	0				
751254																				2104	5199	11176		1420				2453					0	0	0	0				
751656																				22353	0	95060	3989	5086				17458			839		0	50163	0	0	ICS Receivable Clearing			
751852																				333	0	5900		1126				1434					0	1434	1573	0				
752831																				285	2756	5955		1395				1519					0	0	0	0				
753052																				0	0	545		4				541					0	0	0	0				
753324																				9239	9894	78140		24022				5142					0	29843	0	0				
753641																				275	269	3793		218				244					0	2787	0	0				
753856																				0	0	750		401				349					0	0	0	0				
754068																				5097	1741	10116		383				2895					0	0	0	0				
754246																				52	0	1195		219				924					0	0	0	0				
754536																				495	0	2518		301				654					0	1068	0	0				
754826																				3863	5425	29093		8745				4753					0	3265	0	3042				
754853																				6548	8259	38112		3234				5951					0	13012	1108	0				
754929																				1391	17219	82196	11881	13000				6478					0	42170	0	1938				
755252																				3521	0	21166		1538				3579					0	12528	0	0				
755421																				130	79	601		66				326					0	0	0	0				
755458																				5537	0	8235		786				1912					0	0	0	0				
756343																				745	0	5812		720				1274					0	3073	0	0				
756848																				481	0	5048		157				2417					0	1993	0	0				
757377																				2540	9068	21475		4967				2708					0	2192	0	0				
757452																				2440	2139	7013	529	1031				1403					0	0	0	0				
757779																				756	547	8220		739				876					0	3605	0	1697				
758703																				31397	35224	292153		112350				24506	58436				166	46649	30029	11832				
758842																				466	145	3920		119				1262					0	997	0	931				
758851																				7564	0	34240		8040				10321					0	8315	0	0				
759045																				2219	0	19419		972				2891					0	13337	0	0				
759625																				1536	2312	15541		4826				2443					0	4424	0	0				
760210																				166	625	5976		200				427					0	4558	0	0				
760331																				651	0	5605		2077				2877					0	0	0	0				
760340																				1063	0	3974		854				1007					0	1050	0	0				
760434																				284	0	3211		110				2205					0	612	0	0				
760649																				325	0	1772		279				1168					0	0	0	0				
760854																				1816	18190	47991		2449				4604					0	17230	0	3702				
760939																				50	447	2647		155				296					0	1699	0	0				
760957																				250	1525	2743		417				551					0	0	0	0				
761244																				1096	2253	14548		929				2021					0	8249	0	0				
761459																				265	1862	3656		153				1376					0	0	0	0				
761543																				1071	3128	13366		236				3436					0	5495	0	0				
761806																				420726	393564	2647648		241168				354362					0	690918	443949	102961				
761833																				0	418	5074	348	2886		1642		1577		16	880		0	193	0	0		Officer SERP		
761851																				4420	3	13384		0				4719					0	4242	0	0				
761954																				485	0	3902		1870				1547					0	0	0	0				
762045																				1773	2	8033		444				1358					0	4456	0	0				
762447																				33788	69406	354525		46689	22788			37395					0	137536	0	29711	CURRENT FEDERAL TAX BENEFIT			
762474																				20536	1376	173242		63158				15893					0	66030	0	6249				
762773																				315	1238	5909		3162				1194					0	0	0	0				
763211																				900	5246	7528		239				1143					0	0	0	0				
763677																				1041	14284	51982		2813				5718					0	24104	0	4022				
763930																				460	5380	12796		1097				5795					0	64	0	0				
764030																				34197	52465	710893		142488				84939					0	349985	22540	24279				
764058																				4275	0	11788		3777				3736					0	0	0	0				
764067																				362	0	1863		215				1286					0	0	0	0				
764142																				1549	209	6005		363				1025					0	0	0	2859				
764151																				99	0	1679		133				266					0	1181	0	0				
764816																				801	0	4489		306				872					0	2510	0	0				
765318																				417	0	6707		397				874					0	2763	2256	0				
765354																				260	0	1008	140	150				598					0	0	0	0				
765505																				6511	7777	46085	1587	5823				4525	3343				0	21449	0	0				
765662																				1112	0	5047		19				829					0	2226	0	861				
765877																				436	622	5922		173				546					0	4145	0	0				
766052																				72	0	946		56				818					0	0	0	0				
766164																				65385	7745	219402		69580				34615		26435			0	16569	24575	933				
767152																				70	202	495	21	31				192					0	0	0	0				
767246																				0	0	595		417				178					0	0	0	0				
767255																				407	0	8260		230				1518					0	4610	110	1385				
767554																				437	0	5106		268				576					0	3825	0	0				
767572																				408	99	1496		56				141					0	792	0	0				
767611																				110	1919	8569		931	635			921					0	4688	0	0	ACCRUED PENSION LIABILITY			
767732																				425	5646	29161		3459				4282					0	15349	0	0				
767974																				8491	4192	80492		32262				9077					0	26470	0	0				
768074																				6078	2406	70372		16654				7176					0	24774	0	13284				
768458																				483	0	4186	342	412				680					0	2611	0	0				
768476																				682	0	1007		96				229					0	0	0	0				
768953																				7411	7131	36853		13388				2647					0	6276	0	0				
769156																				762	1098	2888		234				794					0	0	0	0				
769334																				240	0	2432		24				734					0	730	0	704				
770451																				475	0	4851		166				1592					0	2618	0	0				
770545																				75	0	361		27				259					0	0	0	0				
770639																				645	1992	4070		396				1037					0	0	0	0				
770657																				2028	0	29810		2886				8244					0	8893	0	7759				
770853																				3284	0	9777		397				2795					0	1444	0	1857				
771047																				227	0	1655		66				613					0	749	0	0				
771140																				6762	16134	59151	928	2770				9280	1024	60			0	24205	0	0				
771458																				3119	0	48784		2442				6782					0	32511	0	3930				
771609																				10843	8276	120820		56050				9447					0	36204	0	0				
771748																				117	822	2838	235	281				1618			46		0	0	0	0	GL 144100 COIN			
771878																				2429	2441	19610		493				1384					0	4480	0	8383				
772008																				3446	17540	62709		7870				6674					0	27179	0	0				
772446																			0	252	1709	25912	0	23943	0	0	0	8	0	0	22529	0	0	0	0	0				
772754																				92	0	1085		26				967					0	0	0	0				
773032																				120	0	2208	183	218				725					0	1145	0	0				
773171																				687	0	1414		302				425					0	0	0	0				
773247																				33476	23920	439974		151376	53546	49834		25916					0	188673	3980	12633	Equipment for use by others	CDC Investments		
773443																				632	0	5846		2783	1351			2431					0	0	0	0	Supplemental Retirement Trust			
773470																				9204	0	16213		1990				5019					0	0	0	0				
773742																				2820	8163	21258		1925				1531					0	5276	0	1543				
774132																				901	861	27875		2719				3337					0	15449	0	4608				
774235																				269	718	6800		413				799					0	4601	0	0				
774253																				388	0	2247		460				321					0	1078	0	0				
774347																				528	337	10784		663				1941					0	7315	0	0				
775054																				1730	0	20518		842				4493					0	11637	0	1816				
775241																				108	153	784		73				450					0	0	0	0				
775456																				6657	0	30428		2537				5545					0	13223	0	2466				
775773																				620	3498	15485		1032				841					0	9494	0	0				
776369																				0	676	5722		318				922					0	3806	0	0				
776547																				2210	2511	14895		11				2494					0	7003	0	666				
777254																				1381	0	3047		45				563					0	1058	0	0				
777366		6435	8003	24724	705	2377				4592		15			0	3317	0	0		6435																				
777441																				296	1651	6650		1816				626					0	2261	0	0				
777870																				412	1773	13582		1690				944					0	8763	0	0				
778738																				1035	350	12991		5085				5008					1513	0	0	0				
779016																				1455	2100	19028		963				1730					8	10404	0	2368				
779351																			153	7686	0	81050	525	5424	478			8158	1202	1009			0	59782	0	0	Accrued Taxes Reclass due to negative accrual			
779360																				337	0	4378		997				3044					0	0	0	0				
779641																				148	0	2532		27				274					0	0	2083	0				
779650																				2313	0	8494		559				4057					0	1565	0	0				
779968																				5769	7942	23952		6444				3797					0	0	0	0				
780049																				1171	0	7805		410				1973					0	1115	0	3136				
780218																				3150	8575	38612		2995				4322					0	7049	0	12521				
780263																				1826	0	10649		355				1456					0	7012	0	0				
780722																				1014	5724	25699	897	1117				2294					0	12047	0	3503				
780955																				1953	111	4423		526				1833					0	0	0	0				
782016																				316	650	1702		107				629					0	0	0	0				
782306																				47966	25799	134932		33935	26346			26484					0	748	0	0	OTHER INVESTMENT-LIHTC			
782548																				141	622	1646		129				754					0	0	0	0				
783161																				10518	13956	57184		10302				6666					0	14697	0	1045				
783246																				3091	5908	15413		163				2795					0	3456	0	0				
783349																			104	0	125	483		162				161					0	0	35	0				
783648																				40203	42075	374342	11425	112364				36143	98207				0	42487	101070	0				
783844																				901	4977	29943	529	606				3655					0	19804	0	0				
783910																				1205	562	10215		1469				1268					0	5711	0	0				
784159																				541	0	25008		134				3504					0	15655	0	5174				
784430																				90	3238	8179		1493				754					0	2604	0	0				
785147																				1185	5939	18536		6395				4013					0	1004	0	0				
785473																				25826	8169	97052	1647	5294	2907			10874					0	38596	0	8293	Holdback receivable from MSR sale			
785857																				126	0	8135		591				1382					0	6036	0	0				
785923																				25909	8798	105329		11344				9113					0	47798	0	2367				
785950																				2441	4069	20648		1434				5012					0	7692	0	0				
786210																				2849	22494	77001		2712				9060					0	39886	0	0				
786256																				26	0	287		93				168					0	0	0	0				
786555																				1592	0	10564		591				1796					0	5479	0	1106				
786612																				17446	21979	162654	3672	43257	8414	2683	2828	26975					0	39012	0	13985	OPERATING ROU ASSET	FINANCE ROU ASSET	RABBI TRUST ASSET	
786733																				1079	5172	20097		4572				1565					0	6239	0	1470				
786948																				671	177	5000		78				1881					0	2193	0	0				
787141																				279	0	557		56				222					0	0	0	0				
787459																				435	0	1826		2				803					0	586	0	0				
787842																				1221	516	9651		301				3911					0	3702	0	0				
788559																				3438	2217	7601		292				1654					0	0	0	0				
788652																				807	331	5513		388				665					0	3322	0	0				
788773																				7710	3471	14994		891				2922					0	0	0	0				
789051																				186	109	722		73				354					0	0	0	0				
790150																				274	386	2647		168				352					0	1467	0	0				
790271																				1093	8452	25809		1617				1929					0	6222	0	6496				
790543																				3695	5909	26988		5236				9496	1371	1119	1099		0	2652	0	0				
790703																				937	4124	13726		1594				1566					0	3231	2274	0				
790918																				10950	8798	54332		3121				5291					0	16257	0	9915				
791072																				882	0	6205		1520				1892					0	1311	0	600				
791353																				196	0	3878	127	132				818					0	2732	0	0				
791821																				1805	4852	25031		1491				2400					0	8430	0	6053				
791942																				526	0	5422		150				823					0	3923	0	0				
792453																				390	2	1848		19				695					0	742	0	0				
792640																				107	46	1975		152				1670					0	0	0	0				
792659																				854	0	5507		212				786					0	0	3655	0				
794149																				1128	0	6209	707	842				1003					0	3236	0	0				
794345																				473	1999	12119		100				1116					0	4645	1664	2122				
794475																				1567	54	6661		213				502					0	1484	0	2841				
794653																				93	77	883		51				263					0	399	0	0				
795249																				168	871	3341		135				986					0	1181	0	0				
795548																				1353	2020	21432		622				4442					0	12995	0	0				
795959																				567	727	6816		4741				781					0	0	0	0				
795968		62375	172807	849835	22963	78561	21688			67886					0	379791	64514	23901		62376																	Dealer Advances			
796152																				215	0	12227		4334				1299					0	6379	0	0				
796572																				665	7174	13161		1648				3674					0	0	0	0				
796657																				919	186	1985		147				733					0	0	0	0				
797140																				2402	4350	16982		753				2300					0	7177	0	0				
797775																				17762	0	72954		25037				8001	10620		10106		0	16933	5221	0				
798512																				226	0	865		168				336					0	135	0	0				
799359																				34	241	617		48				294					0	0	0	0				
799751																				2017	0	3848	295	295				1536					0	0	0	0	Payroll Clearing			
799854																				1696	497	4876		282				2401					0	0	0	0				
799939																				0	50	564		35				131					0	348	0	0				
799948																				730	0	10528		2052				2177					0	3106	0	2463				
800134																				720	0	8988		469				1294					0	6505	0	0				
800442																				261	0	5971		96				1628					0	3986	0	0				
800479																				137	0	2427		213				149					0	1928	0	0				
800657																				81320	65826	529413	68545	128819	32842			78817					0	6949	167682	0	Tax Credit Investments			
800853																				228	0	9427		861				1551					0	6787	0	0				
801047																				2577	2720	21724		681				2219					0	6718	0	6809				
801056																				1352	0	5196		880				1027					0	1937	0	0				
801654																				506	0	2836		187				714					0	1429	0	0				
803256																				235	0	1338		151				952					0	0	0	0				
803265																				54	647	1164		104				175					0	184	0	0				
803649																				835	0	13735		1366				5969					0	5565	0	0				
803658																				187	1355	4488		32				981					0	1933	0	0				
803957																				1106	0	12875		213				5266					0	3026	0	3264				
804150																				65	225	685		114				281					0	0	0	0				
804338																				9587	4085	67682		1777				9401					0	42832	0	0				
804374																				1596	1274	13034		1453				1929					0	0	0	6782				
804422																				88	0	512		103				321					0	0	0	0				
804860																				142	698	1284		186				258					0	0	0	0				
805045																				787	62	2299		89				1361					0	0	0	0				
805250																				1112	361	5200	323	352				3321					54	0	0	0				
805335																				116	0	3572		231				529					0	2696	0	0	Prepaid Consultant Fee			
805755																			45	2305	0	6435	619	716				3414			52		0	0	0	0				
805876																				436	1738	9758		433				635					0	5865	0	651				
806846																				11837	3015	50896		26002				6103					0	453	3486	0				
806958																				1689	0	16769	862	862				5802					0	7012	0	1404				
807348																				1446	516	4687		1031				549					0	1145	0	0				
807432																				199	0	4217		197				1278					0	2543	0	0				
807656																				419	0	4338		2399				1520					0	0	0	0				
807955																				5732	0	70426		6038				8095					0	50561	0	0				
808260																				15549	34818	242580		92947	30036	42109		23740					0	75526	0	0	Non- Qualified Deferred Comp	CRA Low Income Housing Investment		
808345																				80	783	1697		81				305					0	448	0	0				
808653																				191	2533	7099		474				3901					0	0	0	0				
809070																				338	0	723		337				48					0	0	0	0				
809276																				1182	3088	12941		5928				2743					0	0	0	0				
809379																				499	1130	2164		27				508					0	0	0	0				
809650																			58	2289	178	6260	377	1502	356	223		1422			484		0	869	0	0	Purchase Premiums	Collection Items		
809771																				3039	8450	127881		3952				6050					0	106390	0	0				
810544																				161	323	10185		3204				2791					0	3706	0	0				
811046																				17459	45136	322473		109450				28718	87660				0	113008	8702	0				
811457																				14	0	205	55	105				86					0	0	0	0				
811541																				524	0	3153		822				733					0	1074	0	0				
811550																				157	0	3720		180				695					0	2688	0	0				
811747																				675	9	8794		464				4122					0	3524	0	0				
812164	0	38	2	162	0	122	0	0	0	0	0	0	0	0	0	0	0	0																						
812379																				651	13	6190		2582				473			2199		0	2471	0	0				
812436																				1206	7138	14770		1694				3279					0	1194	259	0				
812557																				2495	0	16052		5109				8298					0	150	0	0				
812614																			22	204	1614	3418	162	472	287			1128					0	0	0	0	Unearned dealer reserve			
813059																				29	0	451		56				366					0	0	0	0				
813572																			1434	1053	9841	16966		5055				1017			3017		0	0	0	0				
813853																				1780	1721	8354		600				1660					0	2593	0	0				
814074																				2612	249	13268	329	4296	2431			493					0	2944	0	2674	Right of Use Lease Asset			
814355																				0	0	194		0				194					0	0	0	0				
814430																				141394	173660	1209497		263782	181297			98324					0	402043	0	130294	Lease Equipment			
814458																				1189	0	2690		211				1290					0	0	0	0				
814476																				165	1792	2936	328	407				572					0	0	0	0				
814551																				201	0	2260		477				1387					0	195	0	0				
814711																			213	1627	3946	15551	588	816				1530			7		0	4597	3035	0				
815053																				1313	285	4236		128				2510					0	0	0	0				
815147																				1220	525	10211		655				1355					0	6456	0	0				
815156																				1688	0	25897		1043				11875					0	5189	0	6102				
815277																				1191	1318	12235	485	924				4445					0	4357	0	0				
815754																				1882	1042	17241		1777				2302					0	10238	0	0				
815772																				2142	257	6099		123				546					0	3031	0	0				
816256																				264	215	2481		614				1045					0	343	0	0				
816304																				879	1976	12141		1097				836					0	7353	0	0				
816603																				55817	56529	289187	11734	45446	20046			26920	2698	212	5658		0	104475	0	0	Assets of deferred compensation plans			
816751																				24	0	463		35				404					0	0	0	0	CLEARING/IN PROCESS			
817477																				455	1555	2744		196				538					0	0	0	0				
817824	0	2691727	2196942	28752353	0	10684209	4187940	0	0	1966843	0	0	0	0	0	7083429	2383962	1745241		2691727																	Tax Credit Investments			
818401																				6337	15571	64623		8915				6347					0	23210	0	4243				
818540																				59	432	1190	5	5				694					0	0	0	0				
818559																				199	0	661		0				462					0	0	0	0				
818652																				135	0	3573	23	23				376					0	3039	0	0				
819154																				139	0	1914		205				550					0	1020	0	0				
819172																				377	653	2762		618				552					0	562	0	0				
819453																				1684	1179	11342		38				4850					0	3591	0	0	Accrued Tax Asset			
819556																				3036	0	15117		902				3925					0	7254	0	0				
819855																				3372	3902	36029		3144				7877					0	17734	0	0				
820048																				2508	8294	21155	331	3032	67	1432		4170	1027				0	3151	0	0	PREPAID BUILDING MAINTENANCE	INVESTMENT IN NEW MARKET TAX CREDIT		
820301																				898	363	17962	397	881	407			1642					0	9645	0	4533	Transit RDC suspense			
820477																				234	25	1810		1035				516					0	0	0	0				
820842																				195	0	2306		289				1822					0	0	0	0				
820879																				204	837	9462		1463				487					0	6471	0	0				
821036																				737	0	8146		438				1070					0	5901	0	0				
821157																				410	0	5453		79				2372					0	0	0	2592				
821559																				99	0	250		54				97					0	0	0	0				
821643																				207	123	2526	113	113				502					0	1216	0	365				
822042																				3819	7683	44357	1986	2653				7567					0	22553	0	82				
822051																				1274	0	3963		573				2116					0	0	0	0				
822275																				2086	0	7773		3743				1673					0	271	0	0				
822556																				2480	0	203451		158061	115748	41322		42910					0	0	0	0	Securities Sold Under Agreement to Repurchase	Margin Cash for Interest Rate Swaps		
822631																				247	767	1543		146				383					0	0	0	0				
823076																				153	347	676		79				97					0	0	0	0				
823133																				618	9504	15472		989				4361					0	0	0	0				
823142																				660	0	1355		183				512					0	0	0	0				
823450																				2052	0	13165		1040				1924					0	4536	0	3613				
823478																				614	1684	42964		2476				12951					0	19432	0	5807				
823553																				0	0	579		3				139					0	437	0	0				
823638																				142	3887	5748		591				1128					0	0	0	0				
823656																				1220	0	12106		439				2613					0	7834	0	0				
824242																				247	473	1780		46				508					0	506	0	0				
824653																				5401	0	16711		979				3686					0	5145	1500	0				
824671																				2860	3187	25209		1081				2016					0	16065	0	0				
824738																				208	0	1493		161				1124					0	0	0	0				
