"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ27	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
524953					CONF							125	0	0	0	false		0	0												0	0	0	0	0										capital from holding company									
524971	65		24	31	CONF				209			0	0	-250	0	false	34	0	0	12	107	18		899	14	482	58	57		78	0	0	0	0	0	10		44		Other Non Interest Income		Technology Expense					Transfer to allowance for credit allowances for off balance sheet credit exposures							
525053	159				CONF							0	0	0	0	false		0	0					534		145					0	0	0	0	0																			
525549					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
526452	3610				CONF	1874	5861		4002			0	0	0	0	false		0	0					1119		1604					0	0	0	0	0				Credit Card Fees	Operating Lease Income		Operating Lease Decpreciation Expense												
526519	248			382	CONF				227			0	0	0	0	false		0	0		159			694		535			276		0	0	0	0								PA SHARES TAX												
526854			115	130	CONF							0	0	0	0	false		0	0							128					0	0	0	0	0																			
527057					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
527178					CONF							0	0	0	0	true		0	0												0	0	0	0	0														Correspondent banking fees $34; FDIC Assessments $33; OCC Assessments $8;					
527600					CONF							-250	-299	0	0	false		0	0												0	0	0	0	0										Initial contribution to top-tier MHC	Dividend of equity security to mid-tier MHC								
527749					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
527954					CONF	6258			19840	25071	8364	0	0	0	0	true		0	0		5412		7144	12519		36474					0	0	0	0	0				Network Incentive Income			Loan Servicing Expense	Software Expense	Other professional services expense										
528102					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
528241					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
528849					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
528960					CONF				269			0	0	0	0	false		0	0				995	565			245		415		0	0	0	0	0	455						Public Relations Expenses												
529275					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
529341					CONF							2950	0	0	0	false		0	0												0	0	0	0	0										Cash/Capital moved from Holding Co. to Bank level									
529659					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
529958					CONF	9968			6000		1344	0	0	0	0	false		0	0							7217			5642		0	0	0	0					Card Services Income			Card Services Expenses		Software Expenes										
530655					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
530851					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
531157					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
531250					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
532042					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
532453					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
532752					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
533124					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
533227					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
533535					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
534073					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
534242					CONF							0	0	0	0	false		0	0												0	0	0	0	0															CECL				
534466					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
534756					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
534859					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
534877					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
535034					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
535575					CONF							0	0	0	0	false		0	0												0	0	0	0	0																0			
535753					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
535931	9		38	52	CONF	57						0	0	0	0	false	18	0	0	2	34	15	23	204	23	178	38		74	24	0	0	0	0	0	12		24	secondary market income															
535940					CONF							0	0	0	0	false		0	0												0	0	0	0	-2																			
536059			133	176	CONF	51			459			0	0	0	0	false		0	0		122	24		297			141				0	0	0	0	0	52			Income from issuance of letters of credit	Loan documentation fees	CDFI Grants	State and local franchise and use taxes												
536349					CONF							0	0	0	0	false		0	0												0	0	0	0	0										0									
536527					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
536554					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
536853					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
537243					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
537449	772				CONF	441	198	326	1354			0	0	0	0	false		0	0		412			1018		138		1958			0	0	0	0	0				Loan Processing Fees	Swap Fee Income	Professional & Consulting Fees	Computer Software Expense												
537551					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Capital injection from issuance of common stock									
537560	353				CONF	248			1194			0	0	0	0	false		0	0							1066		651			0	0	0	0	0				Contract Incentive			Software Amortization												
538222					CONF							0	0	0	0	false		0	0												0	0	0	0	0							Professional Fees	Financial Inst. Tax											
538473					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
538754					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
538802	37	0	118	38	CONF	257	346	0	466	0	0	0	0	0	0	false	7	0	0	0	0	0	0	0	34	236	60	259	75	66	0	0	0	0	0	552	0	75	Commission Income	FX Income		Software Maintenance Fees												
539032	756		126	33	CONF	116			445	2	188	0	0	0	0	false	167	0	0	84	297	79	132	679	241	2476	179	317		346	0	0	0	0	0	39			Merchant Services			Business Developement	Amort of Harbor Pointe	Credit Services										
539340					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Return of Capital from Captive Closure									
539377					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Phantom Stock Accrual	Capital Contribution from Holding Company								
539452					CONF							793	0	0	0	false		0	0												0	0	0	0	0										Transfer from affiliate									
539872					CONF							0	0	0	0	false		-11	50												0	0	0	0	0															Non-post loan interest payment	Incorrrect posting of FIT valuation adjustment			
540056					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Additional paid in capital from Holding Company	0	0	0		0	0			
540542					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
540551	344		147	92	CONF	834	38		234	210		0	0	0	0	false	55	0	0	17		17	70	505	168	465	163	230	67	126	0	0	0	0	0	26			Abstract/Title Income FMV Adj Income	Appraisal Income		Dues and Subscriptions	Employee and Corporate Training											
540739					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
540775					CONF				125	109		0	0	0	0	false		0	0		172			132		158					0	0	0	0	0				Intercompany Expense	Net Card Processing	Other Fees	Ohio FIT	Internet Banking	Computer Services										
540850					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
541101	0	0	0	0	CONF	361000	0	0	283000	144000	136000	96000	0	0	0	true	0	-89000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	Interaffiliate Income			Computer Software	Purchased Services	Interaffiliate Expense	Additonal Paid in Capital				RI-E 2.q. Sub Custodian Charge $81,000	(ASU 2023-02) The retrospective application of adopting new accounting guidance related to our investments in  renewable energy projects using the proportional amortization method				
541231					CONF							0	0	0	0	false		0	0		52			172	31		36				0	0	0	0	0																			
541307					CONF							1750	0	0	0	false		0	0												0	0	0	0	0										Capital Contribution from Parent Company		CECL			CECL				
541642					CONF							0	0	0	0	false		51	0												0	0	0	0	0												Due to recent external audit we were advised that is was not a requirement to adjust for Allowance f			Correction for charge off recoveries				
541754					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
541857					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
542153					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
542340					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
542528					CONF					1231		0	0	0	0	false		0	0		350			544		1327		540	625		0	0	0	0	0			631	Tax Refund Processing Fees				Software Expense		Divided to Bank from Holding Company									
542667					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
542854					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
543262	323				CONF							0	0	0	0	false	245	0	0		542			819		1616					0	0	0	0	0										Additional Paid in Capital									
543459					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
543945					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
544335					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
544447					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
544652					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
544951					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
545604					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
546003					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
546320					CONF							0	0	0	0	false		0	0												0	0	0	0	0															0				
546535					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
546544					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Capital Injection		0	0						
547251					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
547550					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
547840					CONF		289		1984	890		0	0	0	0	false		0	0		286					1790					0	0	0	0	0					Lease Related Income		Software Expense	Bank Card Expense											
548052					CONF							0	0	0	0	false		0	0												0	0	0	0	0												moved excess ACL to reserve for unfunded to match calculation							
548267					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
548351	544				CONF				909			0	0	0	0	false		0	0				334	440		2597			709		0	0	0	0	0							Computer Software Maintenance												
548472					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
548771					CONF							14	0	0	0	false		0	0												0	0	0	0	0										Dividends on Unallocated ESOP Shares									
548829					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
549862	185				CONF							0	0	0	0	false		0	0					482		248			124		0	0	0	0	0																			
550279					CONF							0	0	0	0	false		0	0												0	0	0	0	0															ASU 2018-02 RECLASS BETWEEN AOCI & RETAINED EARNINGS				
550354			15		CONF	13						0	0	0	0	false		0	0		24			119	11	14	7	25		7	0	0	0	0	0				Investment Center	Card Issue Fees			OREO Expenses											
550448					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
550635					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
550653					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
550952					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
551016					CONF							0	0	0	0	false		0	0												0	0	0	0	0															Audit Adjustment				
552059					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
552161					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
552545					CONF							0	0	818	0	false		-624	0												0	0	0	0	0										Additional Paid-In Capital		Late Adj. to AFS Reserve (2023)			Late Adj. to AFS Reserve (2023)				
552956					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
552974	124		102		CONF							0	0	0	0	false		0	0				164	350							0	0	0	0	0																			
553038					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
553926					CONF							0	0	0	0	false		0	0												0	0	0	0	0							Financial Institutions Tax												
553944					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
554268					CONF							0	0	0	0	false		0	0												0	0	0	0	0												0							
554343					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
554857	300		91	2	CONF	137	110	11	846		100	0	0	0	0	false	70	0	0	67	221	14	38	286	215	607		229	401	111	0	0	0	0				43	MORTGAGE FEE INCOME	DATA PROCESSING INCOME	OTHER OPERATING INCOME	MAINTENANCE SERVICE AGREEMENTS		CORRESPONDENT BANKING FEES										
555256					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
556011					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
556459					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
556815			320		CONF	148	132		363			-1100	0	0	0	false		0	0		414			1111		899			470		0	0	0	0	0				Credit and gift card income	Intercompany service fee		Shares Tax			Dividend to holding company									
556936					CONF							0	0	0	0	false		0	0					272		172	184				0	0	0	0	0																			
557317					CONF	75	59		362	427	591	0	0	0	0	false		0	0		383			748					403		0	0	0	0	0				Misc Other Income	Management Fees		Maintenance Agreements	Other Professional Services	Shares Tax										
557438					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
557858	1077				CONF	1417	495		2567			0	0	0	0	false		0	0				748	4941		2538		2072			0	0	0	0	0				Electronic Banking Fee	Plan and Administration Fee		Management Fee												
559179					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
560214					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
560353					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
560438					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
560830					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
561145					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
561574					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
561659	202				CONF				293	246		0	0	0	0	false		0	0					425				225			0	0	0	0	0							Software Maintenance Expense	Operations Center Expense											
561864					CONF							142	0	0	0	false		0	0												0	0	0	0	0										Capital Injection from Parent									
562058					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
563233					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
563336					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
563457					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
563934					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
564052					CONF							0	0	0	0	false		0	0												0	0	0	0	0															2023 Interest Adjustment				
564324					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
564463					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
564557	272				CONF	318			508			0	0	0	0	false		0	0		208			900		581				327	0	0	0	0	0				Foreign Exchange Income			Consulting Third Party Services												
564678	9		60	16	CONF		19	1		3	21	0	0	5	0	true	2	0	0			4	3	33	10	3	29	18	9	15	0	0	0	0	0			17	Miscellaneous Operating Income	BOLI Income	Penalities on CD Withdrawals	Directors Expense	Organization Dues & Subscriptions	Miscellaneous Operating Expense			OUTSTANDING COMMITMENTS	AVAILABLE LINE OF CREDIT	GSL Had an Error in the mark to market of GN securities.  We identified the error after the financial closed but before previous call report.  We corrected the error for the call report.  The GL auto corrected the next period leaving the bank with a permanent difference on the call report. we are correcting the difference here.					
564838					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
564977					CONF		109					82	0	0	0	false		0	0		246			911			186				0	0	0	0	0					Management Fees					Offset to compensation exp related to equity incentive plan									
565143					CONF							0	0	0	0	false		0	0					355		141					0	0	0	0	0																			
565170					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
565536					CONF							0	0	0	0	false		0	0												0	0	0	0	0												Effect of adoption of CECL methodology on Allowances for Unfunded Committments							
565750					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
565844					CONF							0	0	0	0	false		0	0					100							0	0	0	0	0				MANAGEMENT FEES			MANAGEMENT FEES												
566056					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
566243					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
567240					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
567679					CONF							6	0	0	0	false		0	0												0	0	0	0	0										Stock Option and Retention Share Expense	Capital Infusion to Greenville Fedearl Financial Corp								
567736					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
568126					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
568135					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
568359	272		79	169	CONF				60	116	37	0	0	0	0	false	11	0	0		51	5		218	53	78			32	138	0	0	0	0	0	11		46				IT EXPENSE	SOFTWARE EXPENSE	DEPOSIT PREMIUM AMORTIZATION EXPENSE										
568377					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
568470					CONF	105						0	0	0	0	false		0	0		193		121	1170		420	513	606			0	0	0	0	0				Miscellaneous Fees - Loans	Swap Fee Income														
568939					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
570558					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
570651					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Capital Injection from Holding Company									
571135	5		11		CONF	5	1		10	7	7	0	0	0	0	false	16	0	0	1	7	3	10	15	9		14	11	8	4	0	0	0	0	0	1			EXCHANGE & COLLECTION	MISC OPERATING INCOME		FIDELTY BOND	BANKING DEPT ASSESSMENT	COURIER SERVICES										
571265	110				CONF				242			0	0	0	0	false		0	0							205			105		0	0	0	0	0							SOFTWARE MAINTENANCE&AMORTIZATION												
571920					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
571957					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
572347					CONF							0	0	0	0	true		0	0					217		0					0	0	0	0	0														CECL allowance for unfunded commitments					
572374					CONF	3552						0	0	0	0	false	807	0	0					2871							0	0	0	0					MasterCard Visa Fees															
572459					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
572655	4		9	77	CONF	46						0	0	0	0	false	9	0	0	5		13	107		15		55		72	42	0	0	0	0	0				OTHER INCOME															
573036					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
573335					CONF							3718	-15	0	0	false		1	0												0	0	0	0	0										Transfer 2023 CDFI ERP Award from RHCC to RHB	Add. dividend dist. for shortfall of 12/23/ 23 RHB's portion of pass-through entity tax shortfall				12/23 current year earnings adjustment				
574079					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
574949					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Capital from the Holding Company									
574976					CONF							0	0	0	0	false		0	0												0	0	0	0	0																	0	0	
575133					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
575254	754				CONF							0	0	0	0	false		0	0		375			990		3062			1015		0	0	0	0	0																			
575348					CONF							0	0	0	0	false		0	0												0	0	0	0	0															Adjusting entry was made to RE to record the current year tax provision per Auditors				
575375					CONF							0	0	0	0	false		0	0					158							0	0	0	0	0				Other GL 3650															
575759					CONF				117			0	0	0	0	false		0	0							119					0	0	0	0	0							Software Maintenance Expense												
575834					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
576354	12		11	13	CONF							0	0	0	0	false		154	0	3	22	1		110	3		34				0	0	0	0	0															Mortgage Servicing Assets				
576578					CONF							0	0	0	0	true		-46	0												0	0	0	0	0														Prior period adjustments totaled -41,000. We added a liablity of accrued PTO and decreased our Health Reimbursement liability for prior periods 3/31/23 and 3/31/22.	Prior period PTO, HRA, and brokered deposit fee adjustment				
576608	248				CONF				202			0	0	0	0	false		0	0		149					600			344		0	0	0	0	0							Online Banking			Paid in Capital									
576644					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
576952					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
577128					CONF			1236				0	0	0	0	false		0	0		1500			5758		5179		2030	1903		0	0	0	0	0				INTERCOMPANY MGMT FEES	RESIDUAL INCOME	LEASE INCOME	STATE FRANCHISE TAX	MILEAGE EXP	DEPOSIT ACCT LOSSES	Acquisition									
577137					CONF	608	183		130			0	0	0	0	false		0	0					322			192	128			0	0	0	0	0	170			SWAP FAIR VALUE	MISC INCOME		DONATIONS												
577230					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
578116					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
578237					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
578255					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
578554					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
578741					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
578862	4		12	1	CONF							0	0	0	0	false	1	0	0	1			29	25	3		20		29		0	0	0	0	0																			
579140					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
579319					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
579364					CONF							0	0	0	0	false		7	0												0	0	0	0	0															Year end inter-company Tax Adjustment				
579636					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
580155					CONF							400	0	0	0	false		0	0												0	0	0	0	0										Capital Contribution from Holding Company					CDARS INTEREST INCOME				
580548					CONF							0	0	0	0	false		0	0					465		162			121		0	0	0	0	0																			
580847					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
580874					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
581237					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
581358					CONF							0	0	0	0	false		0	0												0	0	0	0	0															Valuation of Farmer Mac Stock				
582654	2		11		CONF							0	0	0	0	false	5	0	0			6	3	64	8	37	8		44	6	0	0	0	0	0												Allowance for credit losses on off-balance sheet							
582878					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
582953					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
582971					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
583071					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
583268					CONF							0	0	0	0	false		0	0												0	0	0	0	0															cumulative effect of CECL				
583352					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
583754					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Equity investment by parent holding company									
583905					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
584377					CONF	161		536	779	229		0	0	0	0	false		0	0		223					629				331	0	0	0	0	0				Merchant Discounts Received	Interest Rate Swap Income	Solar Equipment Lease Revenues	Software Expenses	Business and Occupation Taxes				Adjustments to ALLL							
584724					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
584920					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
585235					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
585749					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
586027					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
586072					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
586335					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Capital Injection									
586960					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
587677					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
587752					CONF							0	0	0	0	false		0	0												0	0	0	0	0																	$3.45 premium+recognition of $2.3m remaining discount on SBA loan portfolio sold	Reverse LLR Provision following sale of the SBA division	
587800	1702				CONF							0	0	0	0	false		0	0		1370			2459		4768			2350		0	0	0	0	-234															0				
588245					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
588348	12		3	35	CONF							0	0	0	0	false	4	0	0				2	18	15	29	10		15	33	0	0	0	0	0																			
588478		25	28		CONF	9			26			0	0	0	0	false		0	0		47		10	72			39	26			0	0	0	0	0				ICS reciprical deposit fees			OCC Examination Assessment					Unfunded commitments adjustment							
589158					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
589523					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
589943				652	CONF		2685	7322	1193	457		0	0	0	0	false		0	0												0	0	0	0	0					Loss Contingency Reversal	Gain on sale of Insurance division	Software subscriptions	FDIC assessment											
590220	376				CONF							0	0	0	0	false		0	0					230		715			289		0	0	0	0	0																			
590640					CONF							5000	0	0	0	false		0	0												0	0	0	0	0										capital contribution from holding company									
590976					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
591209					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
591320					CONF							0	0	0	0	false	73	0	0	28		41			105	367		105		198	0	0	0	0	0																			
591357					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
591366	158				CONF				627		174	0	0	0	0	false		0	0		104					261					0	0	0	0	0				Service Release Premium	Oreo Non Interest		Contract Services	Travel & Expense	Contributions and Other	Parent Company capital injection									
592439					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
592448				1514	CONF	11636	1683		1428	2573		-624	33	0	0	false		0	0									2427			0	0	0	0	0				net deposit placement and referral fees	card issuance income		software license	operational expense		dividends to holding company	stock based compensation								
592550	36		21	1	CONF							0	0	0	0	false	7	0	0		33	6	11	82	15	66		29	44	9	0	0	0	0	0					0		Repo/Foreclosure												
592644					CONF							0	0	-37	0	false		0	0												0	0	0	0	0												Adjustment between Unfunded Commitment Liability and ACL							
593007					CONF					702		0	0	0	0	false		0	0		683			771		3049			1264		0	0	0	0									FDIC Assessment											
593052					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
593249					CONF							0	0	0	0	false		0	0												0	0	0	0	0												CECL UNFUNDED COMMITMENTS ADJUSTMENTS							
593333					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
593771					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
593940					CONF							0	0	0	0	false		0	0					106							0	0	0	0	0																			
594433					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
594451	13		79	29	CONF							230	0	0	0	false	1	0	0		140			827	4	76	89	147	4	16	0	0	0	0	0			29	Loan referral and loan termination income	Letter of credit income		Meals and entertainment	Travel and auto	Other	Stock-based compensation									
594853					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
594938					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
594947	95	1	74	27	CONF				57	331		0	0	0	0	false	143	0	0		406	40	99	2389	114	947	246	316		212	0	0	0	0	0	125	39					Public Relations	Loan related costs											
595270	7244				CONF	1914	1029	-1046	3239			-666	0	0	0	false		13645	0					7772		7257					0	0	0	0	0				Loan origination processing fees	Allocated admin service fees	SBIC change in fair value	Professional fees			Distribution of LIHTC investment value realized					MSA fair value accounting election				
595337					CONF							0	0	-21	0	false		0	0												0	0	0	0	0												Allowance for DDA Loss							
595430					CONF	889			976			0	0	0	0	false		0	0		138			838		152					0	0	0	0					Operating & Capital Lease Income			Loan Expenses												
595869					CONF	1717	1117	2040	8296	6136		0	0	0	0	false		0	0			687		7417				2936			0	0	0	0	0	960			LETTERS OF CREDIT COMMISSION	NET COMMISSIONS FROM FOREIGN EXCHANGE TRANSACTIONS	OTHER FEES ON LOANS	OPERATING EXPENSE- LOW INCOME HOUSING	AMORT OF INVESTMENT-ALTERNATIVE ENERGY PARTNERSHIP											
595944					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
596062					CONF							0	0	0	0	false		1068	0												0	0	0	0	0															Changed to the Fair Value Method for Mortgage Servicing Assets				
596156			61		CONF							0	0	0	0	false		0	0					237		149		86			0	0	0	0	0																			
596277					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
596455					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
596978					CONF							42	0	0	0	false		0	0												0	0	0	0	0										Banks APIC due from HC for addtional cost									
597041					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
597313					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
597452					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
597546					CONF							0	0	0	0	false		0	0												0	0	0	0	0										capital injection from holding company									
597658					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
598002	258				CONF				196			0	0	0	0	false		0	0							507			329		0	0	0	0	0							Online Banking Expense												
598048					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
598132					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
598543					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
599643					CONF							0	0	0	0	false		0	0												0	0	0	0	0										Funding from holding company									
599764					CONF				1138			0	0	0	0	false		0	0		991			1395		2392		1818			0	0	0	0	0				Earnings from SBIC LP's			Software Purchase Expense	Loan & Collection Expense	Product Development	Capital injection from parent holding company									
600419					CONF							0	0	0	0	false		0	0												0	0	0	0	0																			
601032	6		7	16	CONF							0	0	0	0	false	2	0	0		14	1			2		6		1	1	0	0	0	0	0			3																
601041	11		8	27	CONF							0	0	0	0	false	13	0	0			8		41	10						0	0	0	0	0																			
