"IDRSSD"	RCFDM708	RCFDM709	RCFDM710	RCFDM711	RCFDM712	RCFDM713	RCFDM714	RCFDM715	RCFDM716	RCFDM717	RCFDM719	RCFDM720	RCFDM721	RCFDM722	RCFDM723	RCFDM724	RCFDM725	RCFDM726	RCFDM727	RCFDM728	RCFDM729	RCFDM730	RCFDM731	RCFDM732	RCFDM733	RCFDM734	RCFDM735	RCFDM736	RCFDM737	RCFDM738	RCFDM739	RCFDM740	RCFDM741	RCFDM742	RCFDM743	RCFDM744	RCFDM745	RCFDM746	RCFDM747	RCFDM748	RCFDM749	RCFDM750	RCFDM751	RCONM708	RCONM709	RCONM710	RCONM711	RCONM712	RCONM713	RCONM714	RCONM715	RCONM716	RCONM717	RCONM719	RCONM720	RCONM721	RCONM722	RCONM723	RCONM724	RCONM725	RCONM726	RCONM727	RCONM728	RCONM729	RCONM730	RCONM731	RCONM732	RCONM733	RCONM734	RCONM735	RCONM736	RCONM737	RCONM738	RCONM739	RCONM740	RCONM741	RCONM742	RCONM743	RCONM744	RCONM745	RCONM746	RCONM747	RCONM748	RCONM749	RCONM750	RCONM751	
1447639																																																																																							
1456501																																																																																							
1458608																																												439	0	157307	871	128	0	2978	22	374851	4437	14042	0	0	0	475234	3220	7872	0	3298	1165	1045748	13692	2291	0	0	0	2779	93	0	0	0	0	20433	352	149	0	0	6715	1187	2076352	22665	24482	0	
1459717																																												85	8	124968	964	0	0	1315	184	330624	3119	98	25	8262	995	936187	7424	36	7	47	5	101357	1061	0	0	0	0	0	0	0	0	90	16	76287	575	0	0	1264	9799	1208	1569423	14407	134	32	
1459735																																																																																							
1459799																																																																																							
1462986																																																																																							
1469677																																																																																							
1470150																																																																																							
1474309																																																																																							
1478231																																																																																							
1479470																																																																																							
1481745																																																																																							
1492817																																																																																							
1493319																																																																																							
1494482																																																																																							
1494914																																												0	0	0	0	0	0	9170	0	952305	8506	0	0	996	0	278780	1800	0	0	0	0	251450	909	0	0	0	0	586	0	0	0	0	0	620	1	0	0	0	10166	0	1483741	11216	0	0	
1629903																																																																																							
1718188																																																																																							
1718469																																												0	0	116296	2417	0	0	0	0	99159	1609	0	0	1289	0	1154147	6080	23070	0	750	0	110711	1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656	2039	0	1480313	13469	23070	0	
1820979																																																																																							
1836701																																																																																							
1842065																																																																																							
1852569																																																																																							
1863097																																																																																							
1864197																																												0	0	43909	1055	0	0	0	0	747246	7318	0	0	0	0	33316	306	0	0	0	0	89655	784	0	0	0	0	0	0	0	0	0	0	377	5	0	0	0	0	0	914503	9468	0	0	
1867983																																												0	0	87225	1406	0	0	1159	103	217987	3514	0	0	843	0	383643	5022	0	0	188	7	509073	7997	0	0	0	0	0	0	0	0	0	0	11787	109	0	0	3535	2190	110	1209715	21583	0	0	
1872941																																																																																							
1872996																																																																																							
1879016																																																																																							
1883321																																																																																							
1885932																																																																																							
1890525																																																																																							
1892154																																																																																							
1893049																																																																																							
1917301																																																																																							
1918344																																																																																							
1929247																																																																																							
1940747																																																																																							
1945247																																																																																							
2002222																																																																																							
2006024																																																																																							
2007991																																																																																							
2009605																																												13	0	84824	1087	0	0	12264	523	540653	7627	0	0	630	199	121513	1487	0	0	12301	645	280733	4013	0	0	0	0	356	0	0	0	257	1	26934	431	0	0	0	25465	1368	1055013	14645	0	0	
2010722																																																																																							
2037185																																																																																							
2044811																																																																																							
2044820																																																																																							
2051127																																																																																							
2059990																																																																																							
2068107																																																																																							
2078290																																																																																							
2107181																																																																																							
2107341																																																																																							
2119773																																																																																							
2121196																																												0	0	54911	3897	0	0	34	9	65715	851	0	0	0	0	1744	80	0	0	0	0	89795	3302	0	0	117332	39353	9477802	772619	0	0	0	0	0	0	0	0	0	117366	39362	9689967	780749	0	0	
2122997																																																																																							
2123930																																																																																							
2132594																																																																																							
2132941																																																																																							
2140348																																																																																							
2142155																																																																																							
2163477																																																																																							
2164111																																																																																							
2182786																																																																																							
2193616																																																																																							
2209553																																																																																							
2218443																																																																																							
2232757																																																																																							
2233875																																																																																							
2236821																																																																																							
2239288																																																																																							
2262718																																																																																							
2265456																																																																																							
2297998																																																																																							
2298995																																																																																							
2304636																																																																																							
2305969																																																																																							
2316714																																																																																							
2317672																																																																																							
2325882																																																																																							
2328137																																												0	0	91223	948	0	0	4788	0	699621	7696	91	0	206	0	94276	1037	0	0	0	0	77127	849	0	0	0	0	0	0	0	0	0	0	13525	170	0	0	636	4994	0	975772	11336	91	0	
2328285																																																																																							
2329200																																																																																							
2332910																																																																																							
2333140																																																																																							
2337335																																																																																							
2339599																																																																																							
2339795																																																																																							
2343167																																																																																							
2344753																																																																																							
2353595																																																																																							
2354323																																																																																							
2354387																																																																																							
2354985																																																																																							
2356091																																																																																							
2358769																																																																																							
2362458																																																																																							
2371816																																																																																							
2372774																																																																																							
2385514																																																																																							
2390929																																												0	0	78066	1434	0	0	8303	1538	989806	11620	0	0	0	0	446956	2047	0	0	1349	129	689943	10351	0	0	0	0	0	0	0	0	0	0	33226	250	0	0	7771	9652	1667	2237997	33473	0	0	
2391588																																																																																							
2396592																																																																																							
2396604																																																																																							
2398701																																																																																							
2434113																																																																																							
2451240																																												0	0	829	27	0	0	0	0	115028	1580	0	0	0	0	24790	220	0	0	0	0	123144	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263791	3288	0	0	
2465881																																																																																							
2467670																																																																																							
2471239																																																																																							
2482824																																																																																							
2483120																																																																																							
2483438																																																																																							
2489805																																																																																							
2490285																																																																																							
2497181																																																																																							
2502656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																												
2502825																																																																																							
2505424																																																																																							
2505451																																																																																							
2505460																																																																																							
2508751																																																																																							
2512347																																																																																							
2515320																																																																																							
2529176																																																																																							
2531562																																																																																							
2531991																																																																																							
2533043																																																																																							
2533119																																																																																							
2536633																																																																																							
2539960																																																																																							
2562137																																																																																							
2562164																																												66	0	212054	7425	0	0	6901	0	1037735	5470	0	0	0	0	449131	4142	0	0	113	95	312708	4736	0	0	0	0	281493	19104	0	0	0	0	327055	31892	0	0	1165	7080	95	2620176	73934	0	0	
2567123																																																																																							
2568063																																												0	0	4383	34	0	0	0	0	60475	478	0	0	0	0	0	0	0	0	0	0	111757	800	0	0	0	0	24555	151	0	0	0	0	198668	1416	0	0	0	0	0	399838	2879	0	0	
2576134																																																																																							
2577739																																																																																							
2580243																																																																																							
2587916																																																																																							
2594240																																																																																							
2594419																																																																																							
2596646																																																																																							
2597223																																																																																							
2597232																																																																																							
2598396																																																																																							
2600039																																																																																							
2602828																																																																																							
2605566																																																																																							
2607412																																																																																							
2608754																																																																																							
2610784																																																																																							
2614344																																																																																							
2615190																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119703	58670	3770901	655303	50	7	24651	11325	835271	26905	0	0	0	144354	69995	4606172	682208	50	7	
2615220																																																																																							
2618780																																																																																							
2619714																																																																																							
2621285																																																																																							
2621940																																																																																							
2624400																																																																																							
2625724																																																																																							
2631172																																																																																							
2631846																																																																																							
2634191																																																																																							
2634351																																																																																							
2641827																																																																																							
2642598																																																																																							
2643595																																																																																							
2649122																																																																																							
2649177																																																																																							
2651899																																																																																							
2652092																																																																																							
2654911																																																																																							
2661861																																																																																							
2666400																																																																																							
2667920																																																																																							
2667939																																																																																							
2667957																																																																																							
2668598																																																																																							
2684552																																																																																							
2686211																																																																																							
2687133																																																																																							
2687487																																																																																							
2693264																																																																																							
2694681																																																																																							
2694944																																																																																							
2696180																																																																																							
2697963																																												0	0	38530	313	0	0	1656	4	544898	3767	0	0	57	3	20893	106	0	0	0	0	31444	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1713	7	635765	4381	0	0	
2700984																																																																																							
2702764																																																																																							
2705112																																																																																							
2705895																																												0	0	143693	1983	0	0	26740	0	3227768	29495	0	0	899	0	520848	2928	0	0	0	0	895644	10274	0	0	0	0	0	0	0	0	24	24	24127	167	0	0	0	27663	24	4812080	44847	0	0	
2708122																																																																																							
2713920																																																																																							
2716088																																																																																							
2716828																																																																																							
2718596																																																																																							
2719810																																																																																							
2723376																																																																																							
2724766																																																																																							
2726050																																																																																							
2728661																																												0	0	132146	1424	0	0	0	0	31256	317	0	0	2477	6	588178	6362	0	0	0	0	256952	6489	0	0	0	0	0	0	0	0	0	0	6611	168	0	0	0	2477	6	1015143	14760	0	0	
2729677																																																																																							
2730431																																																																																							
2732565																																																																																							
2733263																																																																																							
2734729																																												0	0	51816	964	0	0	7055	0	1784723	19262	0	0	0	0	104220	654	0	0	6927	487	476861	6290	0	0	0	0	109	2	0	0	0	0	8491	146	0	0	1830	13982	487	2426220	29148	0	0	
2735137																																																																																							
2735146																																												0	0	48038	61	0	0	99024	54	5936999	70424	7089	0	656614	323	8801303	45733	274567	5817	119041	13519	9435735	75288	0	0	0	0	2178	0	0	0	0	0	367	0	0	0	0	874679	13896	24224620	191506	281656	5817	
2736219																																																																																							
2736291																																																																																							
2736451																																																																																							
2736714																																																																																							
2737980																																												1453	110	326694	679	0	0	415	28	1427	3	0	0	12444	707	1831466	4410	0	0	0	0	805064	364	0	0	0	0	0	0	0	0	0	0	258	2	0	0	62	14312	845	2964909	5520	0	0	
2743244																																												9	0	157355	1654	0	0	4513	15	790210	7705	0	0	1507	16	542004	5666	0	0	1402	172	391831	4929	0	0	0	0	1208	14	0	0	137	111	26091	346	0	0	0	7568	314	1908699	20314	0	0	
2745426																																																																																							
2745529																																																																																							
2746245																																																																																							
2746263																																												247	0	255903	3753	0	0	5642	425	874300	10301	5117	0	370	0	81839	662	200	0	9246	589	387545	6131	4156	0	0	0	0	0	0	0	0	0	14310	345	0	0	0	15505	1014	1613897	21192	9473	0	
2747279																																																																																							
2747466																																																																																							
2747587																																																																																							
2748502																																																																																							
2749059																																																																																							
2753917																																																																																							
2754222																																																																																							
2756730																																																																																							
2756909																																																																																							
2757205																																												0	0	0	0	0	0	1365	222	917041	6546	0	0	2693	0	740179	3011	254	0	10451	1253	600581	7518	0	0	0	0	0	0	0	0	1351	268	85501	5019	0	0	0	15860	1743	2343302	22094	254	0	
2758613																																																																																							
2759629																																																																																							
2760232																																																																																							
2764212																																												1091	0	191266	2581	0	0	20155	531	578803	12823	0	0	417	18	920612	15439	0	0	0	0	32383	390	0	0	0	0	0	0	0	0	70	0	6662	63	0	0	0	21733	549	1729726	31296	0	0	
2769570																																																																																							
2769954																																																																																							
2771694																																																																																							
2774707																																																																																							
2775151																																																																																							
2775179																																																																																							
2775692																																																																																							
2785477																																																																																							
2785646																																																																																							
2787770																																																																																							
2788656																																																																																							
2791085																																																																																							
2791517																																																																																							
2793593																																																																																							
2794732																																																																																							
2796277																																																																																							
2797162																																																																																							
2797210																																																																																							
2797359																																																																																							
2797724																																																																																							
2800491																																																																																							
2805535																																																																																							
2805928																																																																																							
2806635																																																																																							
2806840																																																																																							
2806877																																																																																							
2807173																																																																																							
2808602																																												2751	0	208381	3109	0	0	1550	0	653342	8588	12	0	4236	233	463505	5007	54	0	708	139	222535	2713	0	0	0	0	120185	6078	0	0	0	0	1007	8	0	0	31	9245	372	1668955	25534	66	0	
2809373																																																																																							
2811086																																																																																							
2815879																																																																																							
2819167																																																																																							
2819242																																																																																							
2820604																																																																																							
2823221																																																																																							
2826017																																																																																							
2833882																																																																																							
2834759																																																																																							
2835103																																																																																							
2836306																																																																																							
2838207																																																																																							
2839053																																																																																							
2839790																																																																																							
2845755																																																																																							
2845782																																																																																							
2847085																																																																																							
2847142																																																																																							
2849285																																																																																							
2849463																																																																																							
2849801																																																																																							
2850722																																												0	0	0	0	0	0	14098	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	4	0	0	0	0	0	0	0	0	0	0	9017982	25996	0	0	0	14098	0	9019235	26000	0	0	
2850768																																																																																							
2855866																																																																																							
2857600																																																																																							
2858492																																																																																							
2858960																																																																																							
2860039																																																																																							
2860271																																																																																							
2860459																																																																																							
2861317																																																																																							
2867337																																												0	0	102453	748	0	0	106	0	2444429	19860	0	0	175	0	24088	175	0	0	123	123	200354	7091	0	0	0	0	81	1	0	0	0	0	29014	346	0	0	45	404	123	2800419	28266	0	0	
2869162																																																																																							
2871099																																																																																							
2871558																																																																																							
2873598																																																																																							
2877345																																																																																							
2877484																																																																																							
2877831																																																																																							
2877840																																																																																							
2880019																																																																																							
2881445																																																																																							
2882983																																																																																							
2883971																																																																																							
2887399																																																																																							
2889227																																																																																							
2891622																																												716	58	9724	21	0	0	0	0	41495	114	0	0	2370	186	102429	533	0	0	0	0	30431	210	0	0	0	0	0	0	0	0	0	0	2165	1	0	0	0	3086	244	186244	879	0	0	
2897633																																																																																							
2901558																																																																																							
2903123																																																																																							
2905761																																																																																							
2907019																																																																																							
2907439																																																																																							
2909330																																																																																							
2912750																																																																																							
2913702																																																																																							
2914268																																																																																							
2914727																																																																																							
2915461																																																																																							
2916534																																																																																							
2916963																																																																																							
2917184																																																																																							
2917317																																																																																							
2919423																																																																																							
2919898																																																																																							
2920287																																																																																							
2920773																																																																																							
2921211																																																																																							
2921622																																																																																							
2921659																																																																																							
2925620																																																																																							
2925666																																																																																							
2929392																																																																																							
2938198																																																																																							
2938769																																																																																							
2939001																																																																																							
2939391																																																																																							
2941068																																																																																							
2942690																																																																																							
2943615																																																																																							
2947556																																																																																							
2948058																																																																																							
2948423																																																																																							
2949970																																																																																							
2953418																																																																																							
2954059																																												3180	518	141751	1576	0	0	15092	0	2325118	21749	305	0	5164	200	301106	2759	741	0	3997	1971	277979	3301	31	95	0	0	0	0	0	0	0	0	3240	24	0	0	180	27433	2689	3049194	29589	1077	95	
2954497																																																																																							
2958972																																																																																							
2960555																																																																																							
2960788																																																																																							
2963266																																												0	0	228911	1863	0	0	0	0	1203532	7794	0	0	0	0	133532	640	0	0	0	0	194130	1369	0	0	0	0	0	0	0	0	0	0	729	3	0	0	0	0	0	1760834	11669	0	0	
2963275																																																																																							
2963864																																																																																							
2967796																																																																																							
2970657																																																																																							
2973041																																																																																							
2973386																																																																																							
2980209																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	234000	5000	0	0	222000	59000	28353000	1540000	1000	0	1000	0	87000	1000	0	0	0	223000	59000	28676000	1546000	1000	0	
2986407																																												0	0	47407	528	0	0	3160	0	332313	4074	0	0	912	0	408414	2609	0	0	135	35	517215	6083	0	0	0	0	0	0	0	0	629	73	234537	1916	0	0	0	4836	108	1539886	15210	0	0	
2989006																																																																																							
2992547																																																																																							
2997216																																																																																							
2997748																																																																																							
2998576																																																																																							
3005097																																																																																							
3010363																																																																																							
3015939																																																																																							
3016347																																																																																							
3017081																																																																																							
3019982																																																																																							
3020447																																																																																							
3022610																																																																																							
3025929																																																																																							
3027763																																																																																							
3029253																																																																																							
3029589																																																																																							
3032833																																																																																							
3034257																																																																																							
3034695																																																																																							
3039636																																																																																							
3040418																																																																																							
3041358																																																																																							
3042234																																																																																							
3045383																																																																																							
3047659																																																																																							
3048487																																																																																							
3049635																																																																																							
3049729																																																																																							
3052813																																												0	0	0	0	0	0	0	0	436518	5430	0	0	0	0	198973	3077	0	0	0	0	108500	1613	0	0	0	0	0	0	0	0	0	0	50392	772	0	0	0	0	0	794383	10892	0	0	
3066025																																																																																							
3067929																																																																																							
3068579																																												303	29	16462	171	0	0	1371	0	506044	5113	0	0	1317	107	642805	4853	0	0	240	33	39575	1256	0	0	0	0	0	0	0	0	0	0	782	13	0	0	874	3231	169	1205668	12280	0	0	
3070545																																																																																							
3075474																																																																																							
3076220																																																																																							
3076248																																																																																							
3076453																																																																																							
3076604																																												0	0	40555	520	0	0	353	0	345503	3441	0	0	20	0	141076	566	0	0	0	0	357161	5557	0	0	0	0	440	3	0	0	0	0	6157	28	0	0	143	373	0	890892	10258	0	0	
3089752																																																																																							
3090833																																																																																							
3102893																																																																																							
3103591																																																																																							
3109043																																												9362	0	144879	311	0	0	25239	754	1890924	14843	0	0	3852	0	56731	163	0	0	4320	147	515765	6067	0	0	0	0	0	0	0	0	0	0	17743	146	0	0	0	42773	901	2626042	21530	0	0	
3109146																																												0	0	76574	1628	0	0	0	0	1269357	19207	0	0	277	0	1566808	7680	0	0	0	0	27221	854	0	0	0	0	0	0	0	0	0	0	104753	1	0	0	0	277	0	3044713	29370	0	0	
3110197																																																																																							
3116519																																																																																							
3120646																																																																																							
3120897																																																																																							
3122994																																																																																							
3125315																																																																																							
3125557																																																																																							
3128923																																																																																							
3131400																																																																																							
3134399																																																																																							
3134698																																																																																							
3138146																																																																																							
3139321																																																																																							
3140822																																																																																							
3141726																																												0	0	59480	204	0	0	394	4	387144	4416	57	0	4343	182	443826	4093	0	0	6	0	42676	525	0	0	0	0	1652	94	0	0	48	3	20896	699	0	0	0	4791	189	955674	10031	57	0	
3145797																																																																																							
3146150	0	0	46337	399	0	0	394	0	747306	8210	0	0	7206	155	349809	2694	0	0	278	139	228493	4911	0	0	0	0	0	0	0	0	0	0	127515	979	0	0	0	7878	294	1499460	17193	0	0																																												
3148613																																																																																							
3150205																																																																																							
3150447																																																																																							
3153233																																																																																							
3153297																																																																																							
3158546																																																																																							
3160978																																																																																							
3165357																																																																																							
