"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJJ26	RIADJJ27	RIADJJ28	RIADKW17	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
528960	0	0	0	0	CONF	0	0	0	691	0	0	0	0	0	0	false	0	0	0	0	0	0	3565	1972	0	0	612	0	1564	0	0	0	0	0					1891	0	0				Public Relation Expenses												
529275	255	0	343	2	CONF	1690	0	0	270	0	0	0	0	0	0	false	72	0	0	0	0	0	0	349	249	0	135	60	0	39	0	0	0	0					0	58	233	Income for service corporation			Loan Expense												
529341	1087	0	130	494	CONF	0	0	0	884	2603	0	0	0	0	0	false	274	0	0	27	0	31	15	1388	353	817	288	917	0	236	0	0	0	0				0	34	31	239				Credit reports, appraisal fees	Loan fullfillment fees and other loan costs											
529659	175	0	71	16	CONF	108	0	0	123	0	0	0	0	0	0	false	57	0	0	2	77	16	16	443	104	437	83	27	8	55	0	0	0	0					0	0	55	Miscellaneous Income			Donations and Charities												
529958					CONF	46060			23669		5850	0	0	0	0	false		0	0							30326			26155		0	0	0	0								Card Services Income			Card Services Expenses		Software Expenes										
530655	0	0	0	0	CONF	139	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1550	0	705	0	0	341	0	0	0	0	0					0	0	0	Debit Card Branding Incentive															
530851	0	0	227	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	102	653	0	0	132	0	0	0	0	0	0	0					0	0	0																
531157	0	0	46	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	92	0	0	61	0	0	0	0	0	0	0					0	0	0																
531250	196	0	0	0	CONF	931	0	0	381	139	184	0	0	0	0	false	206	0	0	0	153	0	233	1569	185	0	278	0	0	0	0	0	0	0					0	0	0	POS & ATM interchange income			Management Fee	Dues & Subscriptions	Franchise										
532042	0	0	370	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	266	0	0	0	0	1638	0	0	675	483	0	0	0	0					0	0	0																
532453	0	0	0	0	CONF	114	0	0	0	0	0	0	0	0	0	false	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	EMPLOYEE RETENTION CREDIT											ADJUSTMENT RELATED TO COLLECTION OF IMPAIRED LOAN & RECOGNITION OF NON-ACCREATABLE LOAN DISCOUNT				
532752	25	0	47	0	CONF	0	0	0	0	0	0	0	0	0	0	false	29	0	0	5	0	10	22	283	53	98	40	0	81	23	0	0	0	0					0	0	0																
533124	0	0	0	0	CONF	891	451	380	399	0	0	13000	0	0	0	false	0	0	0	0	168	0	281	1380	0	0	0	0	0	0	0	0	0	0					0	0	0	INVESTMENT REFERRAL FEE - JPM	BANK ENTERPRISE AWARD AND MISC FEES	REIMBURSEMENT FROM BANKSHARES	OTHER PROFESSIONAL FEES			CAPITAL INFUSION FROM HOLDING COMPANY									
533227	79	0	58	21	CONF	0	15	0	59	35	25	0	0	0	0	false	8	0	0	3	42	10	36	451	17	161	73	100	0	88	0	0	0	0					7	0	5		Dividends on equity securities		Franchise taxes	Travel and entertainment	Memberships										
533535	0	0	162	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	224	449	0	0	113	0	0	0	0	0	0	0					0	0	0																
534073	0	0	114	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0					0	0	0																
534242	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
534466	0	0	0	286	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	538	0	0	136	0	0	0	0	0	0	0				0	0	0	0																
534756	12	0	43	0	CONF	0	0	0	114	0	0	0	0	0	0	false	70	0	0	0	131	28	55	761	40	584	0	0	245	37	0	0	0	0					0	0	20				armored car delivery												
534859	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0					0	0	0																
534877	1200	0	0	486	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	357	0	0	1814	0	386	0	0	0	0	0	0	0	0					0	0	0																
535034	0	0	223	0	CONF	171	0	0	0	0	0	0	0	0	0	false	0	0	0	0	120	0	0	668	0	250	94	120	0	109	0	0	0	0					0	0	0	CDFI Grant															
535575	0	0	0	1	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	421	0	0	149	322	0	0	0	0	0	0					0	0	0													0			
535753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	6793	0	19631	0	0	4017	0	0	0	0	0					0	0	0																
535931	48		175	99	CONF	196			169	90		0	0	0	0	false	36	0	0		74	17	52	1096	125	562	145		67	95	0	0	0	0					35	142	105	other loan fees			Armored car expense	Other outside servics											
535940	236	0	107	4	CONF	0	0	0	54	0	0	0	0	0	0	false	48	0	0	4	143	18	2	188	30	28	41	140	72	75	0	0	0	0					3	0	0				ICS INTEREST EXPENSE												
536059	0	0	0	0	CONF	274	158	171	463	1512	0	0	0	0	0	false	0	0	0	0	417	0	0	1294	0	0	0	0	0	0	0	0	0	0					174	0	0	Income from Issuance of Letters of Credit	Loan Documentation Fees	CDFI Grant	Loan Referral Fees	State and Local Franchise and Sales/Use Taxes											
536349	0	0	0	0	CONF	669	0	0	191	0	0	19319	0	0	0	false	0	0	0	0	191	0	0	530	0	0	0	0	0	0	0	0	0	0					0	0	0	Debit Card Income			Office Management Fees			Infusion of cash from the holding company to purchase First State Bank									
536527	0	0	0	0	CONF	826	0	0	2087	0	0	53500	0	0	0	false	0	0	0	0	0	0	412	2087	0	1038	0	1107	0	0	0	0	0	0					0	0	0	GRANT			SOFTWARE MAINTENANCE			CAPITAL DOWNSTREAM FROM PARENT COMPANY									
536554	188	0	39	61	CONF	0	0	0	0	0	0	10000	0	0	0	false	84	0	0	0	0	0	0	1127	227	902	227	197	456	135	0	0	0	0				0	0	66	0							Capital Contribution									
536853	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
537243	103	4	4	26	CONF	0	0	0	14	0	0	0	0	0	0	false	0	0	0	0	62	17	10	400	0	0	55	404	3	75	0	0	0	0					0	0	0				CDARS TRANSACTION FEES & ICS FEE EXPENSE												
537449	2226	0	0	0	CONF	1793	1146	933	4212	0	0	0	0	0	0	false	0	0	0	0	2227	0	0	3196	0	0	0	7554	0	0	0	0	0	0					0	0	0	Swap Fee Income	Loan Processing Fees	Prof & Consulting Fees	Computer Software Expense												
537551	109	0	69	40	CONF	0	0	0	0	0	0	4000	0	0	0	true	32	0	0	0	43	7	351	596	49	19	119	0	0	55	0	0	0	0		0			0	0	0							Capital injection from issuance of common stock				WITH CHANGE IN CONTROLLING INTEREST OF THE BANK'S HOLDING COMPANY WHICH OWNS 100 OF THE BANK;  THE DETERMINATION THAT ACCOUNTS ASSOCIATED WITH GOODWILL ARE ALMOST COMPLETELY NON-EXISTENT.  THE CD'S HAVE BEEN GONE AND MOST OF THE CHECKING ACCOUNTS ARE NOW GONE AS WELL AS THEY HAVE MIGRATED TO NEW ACCOUNTS OFFERED AND HAVE BEEN DILUTED OVER THE YEARS.   FOR THESE REASON GOODWILL WAS DETERMINED TO BE IMPAIRED AND THEREFORE EXPENSED; REDUCING THE ASSET BALANCE TO ZERO.					
537560	1352				CONF	1336						0	0	0	0	false		0	0							4364		2733	871		0	0	0	0								Insurance Settlement															
538222	0	0	0	0	CONF	215	0	0	150	124	0	0	0	0	0	false	0	0	0	0	106	0	0	287	0	0	127	0	110	0	0	0	0	0					0	0	0	SBA-PPP Fees			Professional Fees	Financial Institution Tax											
538473	0	0	0	0	CONF	2131	526	0	808	0	0	0	0	0	0	false	0	0	0	0	249	0	107	3150	0	0	858	669	0	698	0	0	0	0					0	0	0	mortgage banking fees	investment SBIC		credit and appraisal exp												
538754	129	0	0	0	CONF	119	-261	0	146	416	0	0	0	0	0	false	0	0	0	0	136	0	0	0	0	239	146	0	0	0	0	0	0	0					0	0	0	MISC INCOME	TRADING ASSET GAIN/LOSS		DEBIT CARD EXPENSE	SOFTWARE, MAINTENANCE & COMPUTERS											
538802	87	0	379	75	CONF	905	1346	0	400	1276	0	0	0	0	0	false	22	0	0	0	0	0	0	0	145	525	219	1055	0	268	0	0	0	0					1968	0	226	Commission Income	FX Income		Other Banking Charges	Software Maintenance Fees											
538950	9	0	0	0	CONF	0	0	0	130	1	0	0	0	0	0	false	2	0	0	1	12	1	0	50	5	0	10	0	0	0	0	0	0	0					0	0	0	VISA/MC CARDHOLDER INCOME			INSURANCE AND BONDS	AUTO AND TRAVEL									EXTRA ORDINARY INCOME		
539032	1884		528	39	CONF	447			1680	67	801	0	0	0	0	false	532	0	0	246	1171	215	252	2744	681	9503	699	1143		1285	0	0	0	0					165			Merchant Services			Business Developement	Amort of Harbor Pointe	Credit Services and UCC Filing										
539340	0	0	0	331	CONF	236	0	0	839	429	0	0	0	0	0	false	0	0	0	0	245	0	0	342	0	1276	0	0	0	0	0	0	0	0					0	0	0	Credit Card Fees			Debit Card Processing	Internet Banking Processing											
539377	180	0	0	0	CONF	0	0	0	0	0	0	180	0	0	0	false	0	0	0	0	0	0	0	813	0	0	113	0	0	155	0	0	0	0					174	0	0							Phantom Stock Accrual									
539452	0	0	0	0	CONF	0	0	0	0	0	0	2800	0	0	0	false	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0					0	0	0							Additional Paid in Capital, CFHCI. Re: ECIP									
539872	0	0	356	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	281	0	494	1273	0	0	252	172	424	0	0	0	0	0					0	0	0																
540056	122	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	500	0	0	414	0	261	0	0	152	0	0	0	0	0					0	0	0							0	0	0	0		0	0			
540542	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	359	237	0	0	0	0	113	0	0	0	0	0					0	0	0																
540551	1131	0	593	286	CONF	4191	215	0	537	624	0	0	0	0	0	false	232	0	0	0	246	0	328	453	496	1731	401	247	507	413	0	0	0	0					101	0	0	Abstract & Title Income	Appraisal Income		Dues & Subscriptions	Employee Training											
540739	0	0	251	0	CONF	252	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	525	225	613	0	0	0	0	0	0	0	0					0	0	0	Management Fees from Holding Co.															
540775	289		243		CONF	126	129	134	426	134		0	0	0	0	false		0	0		318		136	443		548		172	153	106	0	0	0	0							929	Intercompany Expense	Net Card Processing Income	Other Fees	Ohio FIT	Supervisory Exam Fees											
540850	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
541101	0	0	0	0	CONF	1252000	126000	-146000	986000	558000	286000	205000	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	279000	0	0	0	0	0	0					130000	0	0	Interaffiliate Income	Loan Commitment Fees	Realized Investment Losses	Computer Software	Purchased Services	Sub Custodian Charge	Restricted Stock Awards				RI-E 2.q Interaffiliate Expense $486,000					
541231					CONF							0	0	0	0	false		0	0		276			797	98		144				0	0	0	0																							
541307	0	0	0	0	CONF	0	0	0	1359	0	0	3100	0	0	0	false	0	0	0	0	0	0	0	0	0	0	581	303	0	0	0	0	0	0					0	0	0				Software, License & Maintenance			Capital-Additional Paid in Capital									
541642	33	0	94	7	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	154	13	177	776	30	362	172	151	0	65	0	0	0	0					0	0	0									Due to recent external audit we were advised that is was not a requirement to adjust for Allowance f							
541754	107	0	0	0	CONF	0	0	0	125	115	0	0	0	0	0	false	0	0	0	0	0	0	0	187	0	326	0	0	205	149	0	0	0	0					0	0	0				Internet Banking Expense	Check Processing											
541857	0	0	0	251	CONF	171	0	0	417	0	0	0	0	0	0	false	0	0	0	0	203	0	1152	0	0	0	0	0	466	0	0	0	0	0					0	0	0	CDFI BEA Grant			Brokerage Department Expense												
542153	233	0	0	0	CONF	532	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	736	776	0	0	0	0	347	0	0	0	0	0					0	0	0	Data Processing Fees															
542340	0	0	0	0	CONF	185	0	0	164	0	0	20000	0	0	0	false	0	0	0	0	0	0	0	868	0	403	0	0	0	101	0	0	0	0					0	0	0	Miscellaneous Income			Shazam Switch Billing			Capital Injection									
542528	0	0	0	0	CONF	2375	2310	0	0	3637	1986	0	0	0	0	false	0	0	0	0	984	0	0	2552	0	5170	0	2224	2247	0	0	0	0	0					0	0	2401	Tax Refund Processing Fees	Leasing Revenue and Residual Income			Software Expense	Fanchise Tax										
542667	0	0	0	0	CONF	340	0	0	0	0	0	0	0	0	0	false	0	0	0	0	282	0	1181	1409	0	0	0	0	443	0	0	0	0	0					0	0	0	Investor Sold Loans															
542854	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
543262	2072				CONF							3100	0	0	0	false		0	0		1104			4537		6594					0	0	0	0								Underwriting and Doc Prep Fees						Additional Paid in Capital									
543459	0	0	0	0	CONF	221	0	0	812	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1019	0	642	0	745	0	0	0	0	0	0					0	0	0	BOLI EARNINGS			LICENSES												
543945	512	0	52	30	CONF	438	19	0	53	0	0	0	0	0	0	false	21	0	0	0	0	18	13	826	69	26	389	26	241	49	0	0	0	0					17	1	73	DEBIT AND ATM CARD INCOME	OTHER INCOME		CORRESPONDENT BANK SERV CHGS												
544335	341	0	100	128	CONF	0	0	248	190	0	0	10000	0	0	0	false	0	0	0	0	0	0	1174	1378	105	1213	106	207	117	226	0	0	0	0					0	0	192			Loan Doc Fees	Debit Card Service Fees			Additional Capital from Parent Company									
544447	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0					0	0	0																
544652	184	0	31	47	CONF	0	0	0	375	0	0	9000	0	0	0	false	129	0	0	19	0	46	12	1357	316	1478	147	0	426	129	0	0	0	0					44	0	97				IT MANAGED SERVICES			PUSHDOWN OF HC CASH INTO BANK									
544951	23	0	45	0	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	2	0	3	1	0	20	0	39	0	0	30	0	0	0	0					0	0	0																
545604	615	0	810	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	355	0	117	1688	0	784	0	577	0	0	0	0	0	0					0	0	0																
546003	2372	0	0	0	CONF	3765	0	0	3115	13082	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	4031	0	0	0	0	41798	10868	0	0				0	0	0	0	Marine Lending Commissions & Fees			IT License & Maintenance Fees	Charitable Contributions									Sale of insurance agency subsidiary		
546320	38	0	62	40	CONF	0	0	0	75	0	0	2200	0	0	0	false	14	0	0	0	0	0	143	404	48	0	26	0	74	0	0	0	0	0					0	0	0				FRANCHISE TAX			STOCK OFFERING-INJECTION TO CAPITAL					0				
546535	0	0	0	0	CONF	0	0	0	213	0	0	0	0	0	0	false	0	0	0	0	149	0	105	498	0	695	0	0	609	0	0	0	0	0					0	0	0				INTERNET BANKING FEES												
546544	0	0	0	0	CONF	0	0	0	978	1187	0	0	0	0	0	false	0	0	0	0	0	0	0	2736	0	3699	0	0	1018	0	0	0	0	0					0	0	0				Insurance Agency	Travel											
547251	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	184	0	107	0	0	0	0	0	0	0	0					0	0	0																
547550	157	1	89	5	CONF	8	0	0	1	0	0	0	0	0	0	false	26	0	0	6	54	7	317	210	15	17	50	0	312	12	0	0	0	0					9	0	72	IPAY INCOME AND FEES			ICS FEE EXPENSE												
547840	0	0	0	0	CONF	0	0	0	7046	3024	0	0	0	0	0	true	0	0	0	0	1017	0	0	0	0	7707	0	0	0	0	0	0	0	0					0	0	2337				Software	Bankcard						1.L Misc Card income 1060					
548052	0	0	0	0	CONF	0	0	0	220	170	0	0	0	0	0	false	0	0	0	0	122	0	123	466	0	223	0	0	0	0	0	0	0	0					0	0	0				Other Professional Services	IT Services											
548267	0	0	0	0	CONF	399	235	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	995	0	665	0	0	0	0	0	0	0	0					0	0	0	TAX EXEMPT BOLI INCOME	MASTER CARD CONTRACT														
548351	1529				CONF				3073			0	0	0	0	false		0	0				1238			10988			2667		0	0	0	0				0							Computer Software Maintenance												
548472	0	0	110	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	138	353	0	0	113	0	0	0	0	0	0	0					0	0	0																
548771	311	0	448	0	CONF	134	0	0	0	0	0	60	0	0	0	false	0	0	0	0	380	0	0	706	0	151	395	0	0	0	0	0	0	0					0	0	0	Swap fee income						Dividends on Unallocated ESOP Shares									
548829	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	true	0	-235	0	0	0	0	214	243	0	0	0	0	0	0	0	0	0	0					0	0	0											RI-A 2 includes the correction of significant accounting errors. Error was a net expense of 235	Restatement of retained earnings per examiners				
549862	856	310	0	0	CONF	244	0	0	0	0	0	0	0	0	0	false	0	0	0	0	155	0	0	1835	0	1037	0	0	0	0	0	0	0	0					0	0	0	Tax Credit Refund															
550279	1023	0	0	0	CONF	258	0	0	0	0	0	0	0	0	0	false	0	0	0	0	551	0	0	1399	0	765	0	0	0	0	0	0	0	0					0	0	0	BOLI payout - death of current employee											ASU 2018-02 RECLASS BETWEEN AOCI & RETAINED EARNINGS				
550354			51		CONF	99	17					0	0	0	0	false		0	0		85			468	34	104	50	67		27	0	0	0	0								Investment Center	Card Issue Fees			OREO Expenses											
550448	21	0	24	22	CONF	0	0	0	0	0	0	0	0	0	0	false	16	0	0	6	52	7	0	68	5	22	67	0	21	12	0	0	0	0					0	0	0																
550635	435	0	284	79	CONF	271	112	380	819	0	0	0	0	0	0	false	63	0	0	28	354	46	116	1383	96	335	178	359	62	117	0	0	0	0					85	0	251	Insured Cash Sweep Fee Income	Merchant Service Fees	Building Rental Income	Software Amortization												
550653	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
550952	0	0	0	0	CONF	219	0	0	0	0	0	0	0	0	0	false	0	0	0	0	217	0	0	563	121	710	0	0	294	0	0	0	0	0					0	0	0	INCREASE IN VALUE OF SBIC															
551016	0	0	0	0	CONF	0	0	0	658	411	202	0	0	0	0	false	0	0	0	0	258	0	415	0	0	0	0	274	0	0	0	0	0	0					0	0	0				CORE PROCESSES	MAINTENANCE CONTRACTS	SHARES TAX										
552059	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	107	0	743	1291	0	0	0	0	503	0	0	0	0	0					0	0	0																
552161	0	0	0	0	CONF	1883	0	0	0	0	0	0	0	0	0	false	0	0	0	0	990	0	0	3700	0	7364	0	0	2045	0	0	0	0	0					0	0	0	Distributions from SBIC Investments															
552545	0	0	0	0	CONF	2913	1292	0	287	851	0	0	0	0	0	false	0	0	0	0	0	0	0	578	0	0	0	948	0	0	0	0	0	0					0	0	0	Consulting & Advisory Services Income	Loan Servicing Fees		Employee Relations & Education	Software License/Maint.		Additional Paid-In Capital									
552956	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0																
552974	450		371		CONF							0	0	0	0	false		0	0		171		662	1326	314						0	0	0	0																							
553038	147	0	282	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	160	0	555	516	0	0	0	0	134	0	0	0	0	0					0	0	0																
553926	283				CONF				162			0	0	0	0	false		0	0					190		198			149	158	0	0	0	0	-27	0	0								Financial Institutions Tax												
553944	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	918	0	972	0	0	0	0	0	0	0	0				0	0	0	0																
554268	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0					0	0	0																
554343	0	0	112	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	511	0	436	151	0	0	0	0	0	0	0					0	0	0																
554857	1519		336	85	CONF	1034	407	46	1991	235	305	0	0	0	0	false	313	0	0	80	764	47	149	550	575	2470	192	334	1606	305	0	0	0	0							197	MORTGAGE FEE INCOME	DATA PROCESSING INCOME	OTHER OPERATING INCOME	MAINTENANCE SERVICE AGREEMENTS	LOSSES FROM DEBIT-CHECK FRAUD	CORRESPONDENT BANKING FEES										
555256	104	0	71	20	CONF	0	0	0	9	107	0	0	0	0	0	false	33	0	0	5	49	12	72	0	63	218	46	0	63	51	0	0	0	0					0	0	0				Auto & travel	Debit card expense											
556011	0	0	0	0	CONF	0	0	0	461	0	0	0	0	0	0	false	0	0	0	0	660	0	0	738	0	600	0	0	308	0	0	0	0	0					0	0	0				PA SHARES TAX												
556459	520	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	315	0	0	1998	0	1389	0	0	0	0	0	0	0	0					0	0	0																
556815	1932	0	0	0	CONF	490	0	0	1571	0	0	-3000	0	0	0	false	0	0	0	0	1256	0	0	3884	0	3754	0	0	1703	0	0	0	0	0					0	0	0	Intercompany service fee			Donations			Dividend Transfer									
556936	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	897	0	717	643	0	347	0	0	0	0	0					0	0	0																
557317	0	0	0	0	CONF	0	0	0	0	0	0	35000	0	0	0	false	0	0	0	0	497	0	0	1669	0	527	0	681	0	0	0	0	0	0					0	0	0							Capital Infusion from holding company									
557438	117	0	0	0	CONF	0	0	0	136	0	0	2000	0	0	0	false	0	0	0	0	0	0	0	403	0	337	0	0	0	128	0	0	0	0					0	0	100				Officer & Employee expense			Capital injection from Holding Company									
557858	1903				CONF	5481	2127		8534			0	0	0	0	false		0	0				3492	16897		10802		6548			0	0	0	0								Electronic Banking Fee	Plan and Administration Fee		Management Fee												
559179	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0					0	0	0																
560214	0	0	0	0	CONF	0	0	0	156	0	0	0	0	0	0	false	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0					0	0	0				FISERV DATA PROCESSING												
560353	0	0	0	0	CONF	0	0	0	135	0	0	0	0	0	0	false	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0					0	0	0				Professional Services												
560438	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0					0	0	0																
560830	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	136	0	119	0	0	0	0	0	0	0	0					0	0	0																
561145	193	7	36	22	CONF	446	0	0	13	0	0	0	0	0	0	false	36	0	0	35	0	37	24	695	126	449	111	0	79	236	0	0	0	0					0	0	80	ICS Fee Income			ICS Fee Expense												
561574	0	0	908	0	CONF	0	0	0	0	1027	0	0	0	0	0	false	0	0	0	0	0	0	0	1374	0	406	0	0	0	0	0	0	0	0					0	0	0					DONATIONS											
561659	862				CONF				693	727		0	0	0	0	false		0	0					2215		262		915			0	0	0	0											Software maintenance expense	Ops Center expense											
561864	0	0	0	0	CONF	0	0	0	0	0	0	5160	0	0	0	false	0	0	0	0	103	0	191	2584	0	942	0	0	0	365	0	0	0	0					0	0	0							Capital Injection from Parent									
562058	0	0	0	0	CONF	660	0	0	1012	427	390	0	0	0	0	false	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0					0	0	0	MASTERCARD INCOME			DATA CENTER EXPENSE	FISERV WEB HOSTING	SERVICE CONTRACTS SOFTWARE										
563233	0	0	0	0	CONF	0	0	0	0	141	0	0	0	0	0	false	0	0	0	0	151	0	102	992	0	1164	171	0	555	245	0	0	0	0					0	0	0				OCC Assessment	Bank Security Expense	Other Losses										
563336	20	0	44	2	CONF	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	0	17	0	361	51	274	136	82	11	69	0	0	0	0					0	1	48																
563457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	143	184	0	0	0	0	104	0	0	0	0	0					0	0	0																
563934	69	0	43	0	CONF	125	4	0	19	30	13	0	0	0	0	false	15	0	0	4	0	3	4	152	22	15	102	48	49	35	0	0	0	0					6	0	10	CDFI TA AWARD	FEES GENERATED FROM OTHER SERVICES		FEDERAL RESERVE AND OTHER BANK CHARGES	OCC ASSESSMENT	COMPLIANCE, TAXES, EDUCATION AND OTHER										
564052	0	0	0	14	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	15	0	112	0	69	29	0	0	16	0	0	0	0					0	0	0												2020 Tax Adjustment per accountant				
564324	0	0	218	0	CONF	0	0	0	869	393	0	0	0	0	0	false	140	0	0	0	306	0	202	0	0	973	0	0	577	700	0	0	0	0					0	0	0				EDP SOFTWARE EXPENSE	STATE TAXES											
564463	327	0	100	17	CONF	0	0	0	0	0	0	0	0	0	0	false	60	0	0	12	157	17	483	104	74	0	65	82	435	0	0	0	0	0					0	3	0																
564557	0	0	0	0	CONF	1571	1279	0	1602	0	0	0	0	0	0	false	0	0	0	0	698	0	0	3844	0	2235	0	0	0	764	0	0	0	0					0	0	0	Foreign Exchange Income	Service Charges		Consulting Third Party Services												
564678	28		180	12	CONF	3	55	6	10	13	46	0	0	0	0	false	7	0	0			19	11	96	38	10	100	34	31	100	0	0	0	0							63	Miscellaneous Operating Income	BOLI Income	Penalities on CD Withdrawals	Officers Expense	Organization Dues & Subscriptions	Miscellaneous Operating Expense										
564838	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	286	0	406	0	0	256	0	0	0	0	0					0	0	0																
564977	563				CONF		534	1138				480	0	0	0	false		0	0		792			3308			577				0	0	0	0								Broker Fee Income	Non-Operating Pension Income	BOLI proceeds				Offset to compensation exp related to equity incentive plan									
565143	212				CONF	350						0	0	0	0	false		0	0		217			1253		464					0	0	0	0	0	0	0					Legal Fees Recovered															
565170	0	0	222	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0					0	0	0																
565536	63	0	108	0	CONF	18	0	0	0	0	0	0	0	0	0	false	0	0	0	0	74	9	0	582	0	0	0	0	0	0	0	0	0	0					0	0	0	Mortgage Servicing Rights															
565750	652	0	0	0	CONF	0	0	0	551	594	0	0	0	0	0	false	0	0	0	0	0	0	0	1441	0	1132	0	0	0	0	0	0	0	0					0	0	0				Web Hosting	Service Contracts - Software											
